Name,Site_EPA_ID,Listing_Date,Site_Score,City,State,Latitude,Longitude
"Woolfolk Chemical Works, Inc.",GAD003269578,19900830,42.24,Fort Valley,GA,32.549581,-83.884161
Mathis Brothers Landfill (South Marble Top Road),GAD980838619,19890331,30.78,Kensington,GA,34.797781,-85.377781
Diamond Shamrock Corp. Landfill,GAD990741092,19900830,35.60,Cedartown,GA,34.0207,-85.2717
Airco,KYD041981010,19840921,33.29,Calvert City,KY,37.0496,-88.3225
B.F. Goodrich,KYD006370167,19830908,33.01,Calvert City,KY,37.0503,-88.3234
Distler Brickyard,KYD980602155,19830908,44.77,West Point,KY,37.989719,-85.951389
Distler Farm,KYD980601975,19830908,34.62,Jefferson County,KY,38.006939,-85.931111
Maxey Flats Nuclear Disposal,KYD980729107,19860610,31.71,Hillsboro,KY,38.2608,-83.5692
Smith's Farm,KYD097267413,19860610,32.69,Brooks,KY,38.0375,-85.733331
"Green River Disposal, Inc.",KYD980501076,19900830,29.12,Maceo,KY,37.88945,-86.973611
Bypass 601 Ground Water Contamination,NCD044440303,19860610,37.93,Concord,NC,35.4096,-80.6093
Jadco-Hughes Facility,NCD980729602,19860610,42.00,Belmont,NC,35.275831,-81.041111
"North Carolina State University (Lot 86, Farm Unit #1)",NCD980557656,19860610,48.36,Raleigh,NC,35.801816,-78.713588
Celanese Corp. (Shelby Fiber Operations),NCD003446721,19860610,48.98,Shelby,NC,35.208889,-81.528339
Cape Fear Wood Preserving,NCD003188828,19870722,34.09,Fayetteville,NC,35.04945,-79.020839
Aberdeen Pesticide Dumps,NCD980843346,19890331,52.70,Aberdeen,NC,35.1384,-79.4472
Charles Macon Lagoon & Drum Storage,NCD980840409,19870722,47.10,Cordova,NC,34.8925,-79.8375
Carolina Transformer Co.,NCD003188844,19870722,33.76,Fayetteville,NC,35.063331,-78.845
"Carolawn, Inc.",SCD980558316,19830908,32.04,Fort Lawn,SC,34.686111,-80.94305
SCRDI Bluff Road,SCD000622787,19830908,,Columbia,SC,33.885419,-80.90875
SCRDI Dixiana,SCD980711394,19830908,40.70,Cayce,SC,33.90445,-81.063889
"Leonard Chemical Co., Inc.",SCD991279324,19840921,47.10,Rock Hill,SC,34.851669,-80.904169
Kalama Specialty Chemicals,SCD094995503,19840921,57.90,Beaufort,SC,32.4734,-80.7401
Palmetto Wood Preserving,SCD003362217,19840921,38.43,Dixiana,SC,33.920831,-81.060281
"Wamchem, Inc.",SCD037405362,19840921,47.70,Burton,SC,32.497219,-80.741669
Medley Farm Drum Dump,SCD980558142,19890331,31.58,Gaffney,SC,34.9805,-81.6685
"Sangamo Weston, Inc./Twelve-Mile Creek/Lake Hartwell PCB Contamination",SCD003354412,19900221,37.63,Pickens,SC,34.895,-82.7232
Murray-Ohio Dump,TND980728836,19830908,46.44,Lawrenceburg,TN,35.2275,-87.361111
Velsicol Chemical Corp. (Hardeman County),TND980559033,19830908,47.71,Toone,TN,35.381939,-88.926389
Milan Army Ammunition Plant,TN0210020582,19870722,58.15,Milan,TN,35.867781,-88.696111
"American Creosote Works, Inc. (Jackson Plant)",TND007018799,19860610,35.22,Jackson,TN,35.61,-88.8355
Mallory Capacitor Co.,TND075453688,19891004,29.44,Waynesboro,TN,35.317638,-87.758611
Arlington Blending & Packaging,TND980468557,19870722,39.03,Arlington,TN,35.2996,-89.6577
"Acme Solvents Reclaiming, Inc. (Morristown Plant)",ILD053219259,19830908,31.98,Morristown,IL,42.1577,-89.0455
Byron Salvage Yard,ILD010236230,19830908,33.93,Byron,IL,42.081669,-89.295831
Cross Brothers Pail Recycling (Pembroke),ILD980792303,19830908,42.04,Pembroke Township,IL,41.0909,-87.5893
Galesburg/Koppers Co.,ILD990817991,19830908,34.78,Galesburg,IL,40.895831,-90.395839
Johns-Manville Corp.,ILD005443544,19830908,38.20,Waukegan,IL,42.386669,-87.811669
LaSalle Electric Utilities,ILD980794333,19830908,42.06,La Salle,IL,41.354169,-89.0975
Outboard Marine Corp.,ILD000802827,19830908,,Waukegan,IL,42.365281,-87.821111
Velsicol Chemical Corp. (Marshall Plant),ILD000814673,19830908,48.78,Marshall,IL,39.410831,-87.699169
Wauconda Sand & Gravel,ILD047019732,19830908,53.42,Wauconda,IL,42.281389,-88.1375
Kerr-McGee (Kress Creek/West Branch of DuPage River),ILD980823991,19910211,39.05,DuPage County,IL,41.863611,-88.2093
Kerr-McGee (Residential Areas),ILD980824015,19900830,38.15,"DuPage County, West Chicago",IL,41.878333,-88.2075
Sangamo Electric Dump/Crab Orchard National Wildlife Refuge (USDOI),IL8143609487,19870722,43.70,Carterville,IL,37.693194,-89.014722
NL Industries/Taracorp Lead Smelter,ILD096731468,19860610,38.11,Granite City,IL,38.695,-90.158331
Pagel's Pit,ILD980606685,19860610,45.91,Rockford,IL,42.158331,-89.056661
Joliet Army Ammunition Plant (Manufacturing Area),IL7213820460,19870722,32.08,Joliet,IL,41.3762,-88.1563
H.O.D. Landfill,ILD980605836,19900221,34.68,Antioch,IL,42.4753,-88.0819
"Tri-County Landfill Co./Waste Management of Illinois, Inc.",ILD048306138,19890331,42.76,South Elgin,IL,41.9832,-88.2712
Parsons Casket Hardware Co.,ILD005252432,19870722,55.58,Belvidere,IL,42.2692,-88.836
Yeoman Creek Landfill,ILD980500102,19890331,33.23,Waukegan,IL,42.388889,-87.848611
Envirochem Corp.,IND084259951,19830908,46.44,Zionsville,IN,40.03,-86.278339
Fisher-Calo,IND074315896,19830908,52.05,La Porte,IN,41.5081,-86.6709
Fort Wayne Reduction Dump,IND980679542,19860610,42.47,Fort Wayne,IN,41.075,-85.066669
Lake Sandy Jo (M&M Landfill),IND980500524,19830908,38.21,Gary,IN,41.570839,-87.382231
Lemon Lane Landfill,IND980794341,19830908,29.31,Bloomington,IN,39.1731,-86.5598
Main Street Well Field,IND980794358,19830908,42.49,Elkhart,IN,41.696389,-85.979161
Marion (Bragg) Dump,IND980794366,19830908,35.25,Marion,IN,40.537781,-85.633061
MIDCO I,IND980615421,19830908,46.44,Gary,IN,41.5895,-87.4284
MIDCO II,IND980679559,19860610,30.16,Gary,IN,41.622781,-87.408611
Neal's Landfill (Bloomington),IND980614556,19830908,42.93,Bloomington,IN,39.1667,-86.6405
Ninth Avenue Dump,IND980794432,19830908,40.32,Gary,IN,41.5934,-87.429
Reilly Tar & Chemical Corp. (Indianapolis Plant),IND000807107,19840921,34.03,Indianapolis,IN,39.740281,-86.218331
Seymour Recycling Corp.,IND040313017,19830908,,Seymour,IN,38.9352,-85.9213
Wayne Waste Oil,IND048989479,19830908,42.33,Columbia City,IN,41.1525,-85.476111
"American Chemical Service, Inc.",IND016360265,19840921,34.98,Griffith,IN,41.5142,-87.4191
Bennett Stone Quarry,IND006418651,19840921,32.55,Bloomington,IN,39.1902,-86.5612
"Northside Sanitary Landfill, Inc.",IND050530872,19840921,46.04,Zionsville,IN,40.028331,-86.273331
"Douglass Road/Uniroyal, Inc., Landfill",IND980607881,19890331,36.61,Mishawaka,IN,41.7132,-86.1926
Himco Dump,IND980500292,19900221,42.31,Elkhart,IN,41.7073,-86.0084
"Tippecanoe Sanitary Landfill, Inc",IND980997639,19900830,42.24,Lafayette,IN,40.456111,-86.872219
"Auto Ion Chemicals, Inc.",MID980794382,19830908,32.07,Kalamazoo,MI,42.293889,-85.567219
Butterworth #2 Landfill,MID062222997,19830908,50.31,Grand Rapids,MI,42.952219,-85.700281
"Cannelton Industries, Inc.",MID980678627,19900830,30.16,Sault Sainte Marie,MI,46.488889,-84.393061
Chem Central,MID980477079,19830908,38.20,Wyoming Township,MI,42.91,-85.674161
Clare Water Supply,MID980002273,19840921,38.43,Clare,MI,43.815,-84.7625
Duell & Gardner Landfill,MID980504716,19830908,34.68,Dalton Township,MI,43.319439,-86.208339
Electrovoice,MID005068143,19840921,35.36,Buchanan,MI,41.8206,-86.3545
Forest Waste Products,MID980410740,19830908,38.64,Otisville,MI,43.198331,-83.545831
G&H Landfill,MID980410823,19830908,49.09,Utica,MI,42.664719,-83.077769
Grand Traverse Overall Supply Co.,MID017418559,19830908,35.53,Greilickville,MI,44.7944,-85.6382
Gratiot County Landfill,MID980506281,19830908,,St. Louis,MI,43.395,-84.595281
Hedblum Industries,MID980794408,19830908,37.29,Oscoda,MI,44.4113,-83.3469
Ionia City Landfill,MID980794416,19830908,31.31,Ionia,MI,42.976669,-85.046111
K&L Avenue Landfill,MID980506463,19830908,38.10,Oshtemo Township,MI,42.283331,-85.718889
Kentwood Landfill,MID000260281,19830908,35.39,Kentwood,MI,42.8738,-85.5906
"Liquid Disposal, Inc.",MID067340711,19830908,63.28,Utica,MI,42.652781,-83.073611
McGraw Edison Corp.,MID005339676,19830908,33.42,Albion,MI,42.252219,-84.733061
Northernaire Plating,MID020883609,19830908,57.93,Cadillac,MI,44.265,-85.41
"Organic Chemicals, Inc.",MID990858003,19830908,32.93,Grandville,MI,42.9178,-85.7475
Ott/Story/Cordova Chemical Co.,MID060174240,19830908,53.41,Dalton Township,MI,43.303331,-86.256669
Packaging Corp. of America,MID980794747,19830908,51.91,Filer City,MI,44.226389,-86.273331
Petoskey Municipal Well Field,MID006013049,19830908,42.68,Petoskey,MI,45.376,-84.964
Rasmussen's Dump,MID095402210,19830908,31.80,Brighton,MI,42.4544,-83.7693
Rose Township Dump,MID980499842,19830908,50.92,Rose Township,MI,42.720831,-83.631939
SCA Independent Landfill,MID000724930,19830908,34.75,Muskegon Heights,MI,43.201111,-86.1425
Shiawassee River,MID980794473,19830908,31.01,Howell,MI,42.622781,-83.963611
Southwest Ottawa County Landfill,MID980608780,19830908,39.66,Park Township,MI,42.820419,-86.185219
Sparta Landfill,MID000268136,19830908,32.00,Sparta Township,MI,43.1525,-85.68195
Spartan Chemical Co.,MID079300125,19830908,41.05,Wyoming,MI,42.915831,-85.727781
Springfield Township Dump,MID980499966,19830908,51.97,Davisburg,MI,42.7044,-83.5419
Tar Lake,MID980794655,19830908,48.55,Mancelona Township,MI,44.8866,-85.073
U.S. Aviex,MID980794556,19830908,33.66,Howard Township,MI,41.8309,-86.1968
Velsicol Chemical Corp.(Michigan),MID000722439,19830908,52.29,St. Louis,MI,43.410561,-84.618611
Verona Well Field,MID980793806,19830908,46.86,Battle Creek,MI,42.341669,-85.143331
Wash King Laundry,MID980701247,19830908,40.03,Pleasant Plains Township,MI,43.8532,-85.853
Metamora Landfill,MID980506562,19840921,35.51,Metamora,MI,42.94695,-83.274439
Sturgis Municipal Wells,MID980703011,19840921,42.24,Sturgis,MI,41.7988,-85.4256
"Thermo-Chem, Inc.",MID044567162,19860610,53.36,Muskegon,MI,43.210831,-86.136669
Torch Lake,MID980901946,19860610,46.72,Houghton County,MI,47.169719,-88.397781
North Bronson Industrial Area,MID005480900,19860610,33.93,Bronson,MI,41.880281,-85.193339
Michigan Disposal Service (Cork Street Landfill),MID000775957,19900221,37.93,Kalamazoo,MI,42.2545,-85.5433
"Motor Wheel, Inc.",MID980702989,19860610,48.91,Lansing,MI,42.760831,-84.535
South Macomb Disposal Authority (Landfills #9 and #9A),MID069826170,19860610,33.67,Macomb Township,MI,42.682081,-82.907389
"Roto-Finish Co., Inc.",MID005340088,19860610,40.70,Kalamazoo,MI,42.2292,-85.5443
"H. Brown Co., Inc.",MID017075136,19860610,39.88,Grand Rapids,MI,43.003331,-85.678339
Rockwell International Corp. (Allegan Plant),MID006028062,19870722,52.15,Allegan,MI,42.536669,-85.85
"American Anodco, Inc.",MID006029102,19890331,57.99,Ionia,MI,42.9875,-85.03
J & L Landfill,MID980609440,19890331,31.65,Rochester Hills,MI,42.6556,-83.0959
"Barrels, Inc.",MID017188673,19891004,42.24,Lansing,MI,42.749031,-84.543331
Burlington Northern (Brainerd/Baxter Plant),MND000686196,19830908,46.77,"Baxter, Brainerd",MN,46.3532,-94.2282
FMC Corp. (Fridley Plant),MND006481543,19830908,65.50,Fridley,MN,45.0565,-93.2762
Koppers Coke,MND000819359,19830908,55.05,St. Paul,MN,44.972219,-93.152781
Lehillier/Mankato Site,MND980792469,19830908,42.49,Lehillier,MN,44.153331,-94.038331
New Brighton/Arden Hills/TCAAP (USARMY),MN7213820908,19830908,59.16,New Brighton,MN,45.079169,-93.1975
Oakdale Dump,MND980609515,19830908,55.71,Oakdale,MN,45,-92.966669
Reilly Tar & Chemical Corp. (St. Louis Park Plant),MND980609804,19830908,,St. Louis Park,MN,44.941669,-93.372219
South Andover Site,MND980609614,19830908,35.41,Andover,MN,45.2179,-93.318
Arrowhead Refinery Co.,MND980823975,19840921,43.75,Hermantown,MN,46.8377,-92.2398
General Mills/Henkel Corp.,MND051441731,19840921,36.28,Minneapolis,MN,44.99,-93.222781
Joslyn Manufacturing & Supply Co.,MND044799856,19840921,44.30,Brooklyn Center,MN,45.045,-93.333339
MacGillis & Gibbs/Bell Lumber & Pole Co.,MND006192694,19840921,48.33,New Brighton,MN,45.055,-93.194731
Nutting Truck & Caster Co.,MND006154017,19840921,37.87,Faribault,MN,44.289169,-93.286389
Perham Arsenic Site,MND980609572,19840921,37.98,Perham,MN,46.587781,-95.571661
St. Regis Paper Co.,MND057597940,19840921,52.88,Cass Lake,MN,47.375561,-94.60555
St. Louis River Site,MND039045430,19840921,32.08,St. Louis County,MN,46.677781,-92.212219
Kurt Manufacturing Co.,MND059680165,19860610,31.41,Fridley,MN,45.064411,-93.268361
Long Prairie Ground Water Contamination,MND980904072,19860610,31.94,Long Prairie,MN,45.978531,-94.856639
Naval Industrial Reserve Ordnance Plant,MN3170022914,19891121,30.83,Fridley,MN,45.058831,-93.273669
Freeway Sanitary Landfill,MND038384004,19860610,45.91,Burnsville,MN,44.795,-93.293331
Waite Park Wells,MND981002249,19860610,31.94,Waite Park,MN,45.561669,-94.215
Ritari Post & Pole,MND980904064,19870722,29.81,Sebeka,MN,46.6608,-95.0298
Allied Chemical & Ironton Coke,OHD043730217,19830908,47.05,Ironton,OH,38.5057,-82.658
Big D Campground,OHD980611735,19830908,30.77,Kingsville,OH,41.904169,-80.652781
Buckeye Reclamation,OHD980509657,19830908,35.10,St. Clairsville,OH,40.047219,-80.841669
Chem-Dyne,OHD074727793,19830908,,Hamilton,OH,39.4079,-84.552
E.H. Schilling Landfill,OHD980509947,19830908,34.56,Hamilton Township,OH,38.5725,-82.75555
Fields Brook,OHD980614572,19830908,44.95,Ashtabula,OH,41.8915,-80.7754
Fultz Landfill,OHD980794630,19830908,39.42,Jackson Township,OH,39.984719,-81.541661
Nease Chemical,OHD980610018,19830908,47.19,Salem,OH,40.916669,-80.891669
New Lyme Landfill,OHD980794614,19830908,31.19,New Lyme,OH,41.584719,-80.729161
"Pristine, Inc.",OHD076773712,19830908,35.25,Reading,OH,39.236111,-84.437231
Old Mill,OHD980510200,19830908,35.95,Rock Creek,OH,41.6601,-80.8456
Skinner Landfill,OHD063963714,19830908,30.23,West Chester,OH,39.333331,-84.399719
Summit National,OHD980609994,19830908,52.28,Deerfield Township,OH,41.024,-81.0971
Van Dale Junkyard,OHD980794606,19860610,33.03,Marietta,OH,39.43195,-81.4025
Zanesville Well Field,OHD980794598,19830908,35.59,Zanesville,OH,39.967781,-81.992231
Miami County Incinerator,OHD980611800,19840921,57.84,Troy,OH,40.074169,-84.224169
Powell Road Landfill,OHD000382663,19840921,31.62,Dayton,OH,39.833331,-84.16
South Point Plant,OHD071650592,19840921,46.33,South Point,OH,38.4375,-82.591669
"United Scrap Lead Co., Inc.",OHD018392928,19840921,58.15,Troy,OH,40.008889,-84.198611
Industrial Excess Landfill,OHD000377911,19860610,51.13,Uniontown,OH,40.968331,-81.404169
"Sanitary Landfill Co. (Industrial Waste Disposal Co., Inc.)",OHD093895787,19860610,35.57,Dayton,OH,39.716581,-84.201531
Ormet Corp.,OHD004379970,19870722,46.44,Hannibal,OH,39.705,-80.841669
"TRW, Inc. (Minerva Plant)",OHD004179339,19890331,38.08,Minerva,OH,40.745,-81.09
Wright-Patterson Air Force Base,OH7571724312,19891004,57.85,Dayton,OH,39.8071,-84.0697
City Disposal Corp. Landfill,WID980610646,19840921,36.84,Dunn,WI,42.946389,-89.356939
Delavan Municipal Well #4,WID980820062,19840921,28.90,Delavan,WI,42.631669,-88.623889
Hagen Farm,WID980610059,19870722,32.06,Stoughton,WI,42.9089,-89.1832
Hunts Disposal Landfill,WID980511919,19870722,31.02,Caledonia,WI,42.835,-87.88
Janesville Ash Beds,WID000712950,19840921,57.90,Janesville,WI,42.703061,-89.0275
Janesville Old Landfill,WID980614044,19840921,57.93,Janesville,WI,42.702781,-89.023611
Kohler Co. Landfill,WID006073225,19840921,42.93,Kohler,WI,43.7375,-87.763889
Lauer I Sanitary Landfill,WID058735994,19840921,42.69,Menomonee Falls,WI,43.181389,-88.066669
Lemberger Transport & Recycling,WID056247208,19840921,34.58,Franklin Township,WI,44.1655,-87.8448
Master Disposal Service Landfill,WID980820070,19840921,47.49,Brookfield,WI,43.092781,-88.163331
"Mid-State Disposal, Inc. Landfill",WID980823082,19840921,35.23,Cleveland Township,WI,44.848331,-90.04
"Moss-American Co., Inc. (Kerr-McGee Oil Co.)",WID039052626,19840921,32.14,Milwaukee,WI,43.1772,-88.0417
Muskego Sanitary Landfill,WID000713180,19840921,51.91,Muskego,WI,42.8929,-88.1829
"Oconomowoc Electroplating Co., Inc.",WID006100275,19840921,31.86,Ashippun,WI,43.2141,-88.5221
Onalaska Municipal Landfill,WID980821656,19840921,42.47,Onalaska,WI,43.9573,-91.3382
Schmalz Dump,WID980820096,19840921,48.92,Harrison,WI,44.21,-88.396669
"Scrap Processing Co., Inc.",WID046536785,19840921,34.24,Medford,WI,45.1456,-90.3529
"National Presto Industries, Inc.",WID006196174,19860610,42.39,Eau Claire,WI,44.8601,-91.452
Stoughton City Landfill,WID980901219,19860610,35.79,Stoughton,WI,42.923889,-89.206389
"Waste Management of Wisconsin, Inc. (Brookfield Sanitary Landfill)",WID980901235,19900830,28.90,Brookfield,WI,43.048169,-88.148111
Wausau Ground Water Contamination,WID980993521,19860610,28.91,Wausau,WI,44.9773,-89.6292
Sheboygan Harbor & River,WID980996367,19860610,33.79,Sheboygan,WI,43.749444,-87.70075
"Lemberger Landfill, Inc.",WID980901243,19860610,34.07,Whitelaw,WI,44.173331,-87.841669
Tomah Municipal Sanitary Landfill,WID980610307,19890331,45.91,Tomah,WI,43.9944,-90.522
Algoma Municipal Landfill,WID980610380,19870722,39.99,Algoma,WI,44.597,-87.4912
Tomah Armory,WID980610299,19870722,30.63,Tomah,WI,43.9927,-90.5004
Hechimovich Sanitary Landfill,WID052906088,19890331,47.91,Williamstown,WI,43.459531,-88.554139
"N.W. Mauthe Co., Inc.",WID083290981,19890331,,Appleton,WI,44.25555,-88.43
Mid-South Wood Products,ARD092916188,19830908,45.87,Mena,AR,34.5697,-94.2566
Midland Products,ARD980745665,19860610,30.77,"Birta, Ola",AR,35.025,-93.203889
"Vertac, Inc.",ARD000023440,19830908,65.46,Jacksonville,AR,34.878,-92.1312
"Arkwood, Inc.",ARD084930148,19890331,28.95,Omaha,AR,36.445,-93.1964
Bayou Bonfouca,LAD980745632,19830908,29.78,Slidell,LA,30.282219,-89.784161
"Petro-Processors of Louisiana, Inc.",LAD057482713,19840921,41.44,Scotlandville,LA,30.583331,-91.243331
Homestake Mining Co.,NMD007860935,19830908,34.21,Milan,NM,35.243331,-107.8633
South Valley,NMD980745558,19830908,,Albuquerque,NM,35.0441,-106.6411
United Nuclear Corp.,NMD030443303,19830908,30.36,Church Rock,NM,35.643331,-108.5
Cimarron Mining Corp.,NMD980749378,19891004,38.93,Carrizozo,NM,33.643469,-105.8647
Prewitt Abandoned Refinery,NMD980622773,19900830,44.24,Prewitt,NM,35.3596,-108.0348
Lee Acres Landfill (USDOI),NMD980750020,19900830,39.37,Farmington,NM,36.7111,-108.0921
Hardage/Criner,OKD000400093,19830908,51.01,Criner,OK,34.9764,-97.5809
Tar Creek (Ottawa County),OKD980629844,19830908,58.15,Ottawa County,OK,36.943603,-94.841914
Tinker Air Force Base (Soldier Creek/Building 3001),OK1571724391,19870722,42.24,Oklahoma City,OK,35.413973,-97.401494
Crystal Chemical Co.,TXD990707010,19830908,60.90,Houston,TX,29.7206,-95.5644
"French, Ltd.",TXD980514814,19830908,63.33,Crosby,TX,29.8796,-95.0739
Highlands Acid Pit,TXD980514996,19830908,37.77,Highlands,TX,29.8141,-95.0786
"Motco, Inc.",TXD980629851,19830908,,La Marque,TX,29.334719,-94.933331
Sikes Disposal Pits,TXD980513956,19830908,61.62,Crosby,TX,29.881669,-95.086669
United Creosoting Co.,TXD980745574,19840921,37.29,Conroe,TX,30.331669,-95.456669
Geneva Industries/Fuhrmann Energy,TXD980748453,19840921,59.46,Houston,TX,29.66,-95.25
Odessa Chromium #1,TXD980867279,19860610,42.24,Odessa,TX,31.881669,-102.4033
"Koppers Co., Inc. (Texarkana Plant)",TXD980623904,19860610,31.31,Texarkana,TX,33.416669,-94.065
Sol Lynn/Industrial Transformers,TXD980873327,19890331,39.65,Houston,TX,29.678889,-95.398611
"Petro-Chemical Systems, Inc. (Turtle Bayou)",TXD980873350,19860610,29.94,Liberty County,TX,29.92,-94.688061
North Cavalcade Street,TXD980873343,19860610,37.08,Houston,TX,29.806669,-95.349169
South Cavalcade Street,TXD980810386,19860610,38.69,Houston,TX,29.798331,-95.347781
Lone Star Army Ammunition Plant,TX7213821831,19870722,31.85,Texarkana,TX,33.4344,-94.2483
Longhorn Army Ammunition Plant,TX6213820529,19900830,39.83,Karnack,TX,32.665,-94.123339
Texarkana Wood Preserving Co.,TXD008056152,19860610,40.19,Texarkana,TX,33.408331,-94.053339
Sheridan Disposal Services,TXD062132147,19890331,30.16,Hempstead,TX,30.2074,-96.1357
Des Moines TCE,IAD980687933,19830908,42.28,Des Moines,IA,41.5781,-93.636
Midwest Manufacturing/North Farm,IAD069625655,19860610,32.04,Kellogg,IA,41.746811,-92.893061
Vogel Paint & Wax Co.,IAD980630487,19860610,31.45,Orange City,IA,42.934439,-96.193339
Lawrence Todtz Farm,IAD000606038,19860610,52.11,Camanche,IA,41.787781,-90.292639
Shaw Avenue Dump,IAD980630560,19870722,30.01,Charles City,IA,43.0563,-92.6631
Doepke Disposal (Holliday),KSD980632301,19830908,47.46,Johnson County,KS,39.033331,-94.8
Cherokee County,KSD980741862,19830908,58.15,Cherokee County,KS,37.003889,-94.823889
Strother Field Industrial Park,KSD980862726,19860610,33.62,Cowley County,KS,37.170831,-97.031939
Obee Road,KSD980631766,19870722,33.62,Hutchinson,KS,38.063889,-97.851389
Minker/Stout/Romaine Creek,MOD980741912,19830908,36.78,Imperial,MO,38.44,-90.48
Ellisville Site,MOD980633010,19830908,,Ellisville,MO,38.603331,-90.618331
Fulbright Landfill,MOD980631139,19830908,40.60,Springfield,MO,37.273056,-93.3125
Syntex Facility,MOD007452154,19830908,43.78,Verona,MO,36.965,-93.798331
Lee Chemical,MOD980853519,19860610,46.81,Liberty,MO,39.201111,-94.3925
"Solid State Circuits, Inc.",MOD980854111,19860610,37.93,Republic,MO,37.118061,-93.480281
Bee Cee Manufacturing Co.,MOD980860522,19860610,28.59,Malden,MO,36.603331,-89.98
Quality Plating,MOD980860555,19860610,40.70,Sikeston,MO,36.96305,-89.557219
Weldon Spring Former Army Ordnance Works,MO5210021288,19900221,30.26,St. Charles County,MO,38.696389,-90.729161
Lake City Army Ammunition Plant (Northwest Lagoon),MO3213890012,19870722,33.62,Independence,MO,39.103,-94.2783
Valley Park TCE,MOD980968341,19860610,35.57,Valley Park,MO,38.552781,-90.466669
Oronogo-Duenweg Mining Belt,MOD980686281,19900830,46.20,Jasper County,MO,37.101111,-94.420561
Cornhusker Army Ammunition Plant,NE2213820234,19870722,51.13,Hall County,NE,40.923331,-98.4925
Hastings Ground Water Contamination,NED980862668,19860610,42.24,Hastings,NE,40.583331,-98.383331
California Gulch,COD980717938,19830908,55.84,Leadville,CO,39.236111,-106.2692
"Central City, Clear Creek",COD980717557,19830908,51.39,Idaho Springs,CO,39.75,-105.5
Denver Radium Site,COD980716955,19830908,44.11,Denver,CO,39.716669,-105
Marshall Landfill,COD980499255,19830908,,Boulder County,CO,39.95,-105.2
Broderick Wood Products,COD000110254,19840921,35.13,Denver,CO,39.8148,-104.9989
Lincoln Park,COD042167858,19840921,31.31,Canon City,CO,38.4,-105.2333
Lowry Landfill,COD980499248,19840921,48.36,Arapahoe County,CO,39.643331,-104.7083
Eagle Mine,COD081961518,19860610,47.19,"Minturn, Redcliff",CO,39.533331,-106.3917
Uravan Uranium Project (Union Carbide Corp.),COD007063274,19860610,43.53,Uravan,CO,38.366661,-108.7483
Rocky Flats Plant (USDOE),CO7890010526,19891004,64.32,Golden,CO,39.894169,-105.2017
Rocky Mountain Arsenal (USARMY),CO5210020769,19870722,58.15,Adams County,CO,39.835561,-104.8842
Anaconda Co. Smelter,MTD093291656,19830908,58.71,Anaconda,MT,46.116661,-112.915
Libby Ground Water Contamination,MTD980502736,19830908,37.67,Libby,MT,48.38,-115.5389
Milltown Reservoir Sediments,MTD980717565,19830908,43.78,Milltown,MT,46.866661,-113.8667
Silver Bow Creek/Butte Area,MTD980502777,19830908,63.76,Silver Bow Creek,MT,46.039,-112.7948
East Helena Site,MTD006230346,19840921,61.65,East Helena,MT,46.581669,-111.9183
Idaho Pole Co.,MTD006232276,19860610,38.29,Bozeman,MT,45.688331,-111.0217
Mouat Industries,MTD021997689,19860610,31.66,Columbus,MT,45.635,-109.2475
Montana Pole and Treating,MTD006230635,19870722,33.03,Butte,MT,45.99,-112.5483
Portland Cement (Kiln Dust 2 & 3),UTD980718670,19860610,54.40,Salt Lake City,UT,40.7474,-111.9436
Hill Air Force Base,UT0571724350,19870722,49.94,Ogden,UT,41.128331,-111.955
Ogden Defense Depot (DLA),UT9210020922,19870722,45.10,Ogden,UT,41.266669,-112
Tooele Army Depot (North Area),UT3213820894,19900830,53.95,Tooele,UT,40.541669,-112.375
Wasatch Chemical Co. (Lot 6),UTD000716399,19910211,49.91,Salt Lake City,UT,40.7226,-111.8747
Indian Bend Wash Area,AZD980695969,19830908,42.24,Scottsdale,AZ,33.466669,-111.9083
Phoenix-Goodyear Airport Area,AZD980695902,19830908,45.91,"Avondale, Goodyear",AZ,33.429719,-112.3653
Tucson International Airport Area,AZD980737530,19830908,57.80,Tucson,AZ,32.105561,-110.9333
Hassayampa Landfill,AZD980735666,19870722,42.79,Hassayampa,AZ,33.368331,-112.7483
Aerojet General Corp.,CAD980358832,19830908,54.63,Rancho Cordova,CA,38.608331,-121.2
Coast Wood Preserving,CAD063015887,19830908,44.73,Ukiah,CA,39.1125,-123.193
Iron Mountain Mine,CAD980498612,19830908,56.16,Redding,CA,40.671669,-122.5278
McColl,CAD980498695,19830908,41.77,Fullerton,CA,33.8953,-117.9712
MGM Brakes,CAD000074120,19830908,34.70,Cloverdale,CA,38.784,-123.0109
"Purity Oil Sales, Inc.",CAD980736151,19830908,43.27,Malaga,CA,36.6874,-119.7467
Selma Treating Co.,CAD029452141,19830908,48.83,Selma,CA,36.556669,-119.6017
Stringfellow,CAT080012826,19830908,,Glen Avon Heights,CA,34.023056,-117.45833
Westinghouse Electric Corp. (Sunnyvale Plant),CAD001864081,19860610,39.93,Sunnyvale,CA,37.3787,-122.0225
"Valley Wood Preserving, Inc.",CAD063020143,19890331,32.01,Turlock,CA,37.4727,-120.8239
"Koppers Co., Inc. (Oroville Plant)",CAD009112087,19840921,33.73,Oroville,CA,39.470831,-121.5643
McClellan Air Force Base (Ground Water Contamination),CA4570024337,19870722,57.93,Sacramento,CA,38.66,-121.3994
Atlas Asbestos Mine,CAD980496863,19840921,45.55,Fresno County,CA,36.321669,-120.5867
