Name,URL,ID,Site_ID,Natl_ID,Reg_ID,TV_Market,TV_Market_ID,Address,City,State,Zipcode,Country,Phone,Latitude,Longitude
McDonalds,http://mylocalmcds.com/10627,195500254913-en-us,150161,10627,44,TOPEKA  KS.,18560,KS TURNPIKE MILEPOST 132,EMPORIA,KS,66801,USA,6203438444,38.470687,-96.18514
McDonalds,http://mylocalmcds.com/27026,195500254838-en-us,150138,27026,44,WICHITA-HUTCHINSON  KS.,19120,20019 W KELLOGG DR,GODDARD,KS,67052,USA,3167943434,37.663631,-97.572344
McDonalds,http://mylocalmcds.com/12980,195500254609-en-us,150105,12980,44,TOPEKA  KS.,18560,2810 W 18TH,EMPORIA,KS,66801,USA,6203429444,38.423746,-96.217657
McDonalds,http://mylocalmcds.com/12942,195500255187-en-us,150206,12942,44,WICHITA-HUTCHINSON  KS.,19120,2261 N AMIDON,WICHITA,KS,67203,USA,3168384555,37.723672,-97.363672
McDonalds,http://mylocalmcds.com/5334,195500277332-en-us,260035,5334,42,OMAHA  NB.,16520,13708 Q ST,OMAHA,NE,68137,USA,4028960400,41.205593,-96.127218
McDonalds,http://mylocalmcds.com/19333,195500401775-en-us,150276,19333,44,WICHITA-HUTCHINSON  KS.,19120,1421 N WEST ST.,WICHITA,KS,67212,USA,3169438032,37.70936,-97.390201
McDonalds,http://mylocalmcds.com/5198,195500254272-en-us,150060,5198,44,WICHITA-HUTCHINSON  KS.,19120,506 NORTH TYLER ROAD,WICHITA,KS,67212-3633,USA,3167225371,37.691512,-97.4439
McDonalds,http://mylocalmcds.com/11387,195500254968-en-us,150166,11387,44,TOPEKA  KS.,18560,1640 S.W. WANAMAKER,TOPEKA,KS,66604-3801,USA,7852721955,39.036936,-95.761126
McDonalds,http://mylocalmcds.com/23070,195500328843-en-us,150294,23070,44,TOPEKA  KS.,18560,3530 NW 46TH ST,TOPEKA,KS,66608,USA,7852461555,39.129988,-95.716446
McDonalds,http://mylocalmcds.com/22092,195500278056-en-us,260159,22092,42,OMAHA  NB.,16520,14449 W CENTER RD,OMAHA,NE,68144,USA,4026918266,41.233396,-96.140533
McDonalds,http://mylocalmcds.com/17628,195500255392-en-us,150240,17628,44,TOPEKA  KS.,18560,29TH & WANAMAKER,TOPEKA,KS,66614,USA,7852718363,39.013578,-95.762738
McDonalds,http://mylocalmcds.com/30953,195500350073-en-us,260193,30953,42,OMAHA  NB.,16520,12850 L ST,OMAHA,NE,68137,USA,4023336175,41.214828,-96.114296
McDonalds,http://mylocalmcds.com/4786,195500277318-en-us,260028,4786,42,OMAHA  NB.,16520,1410 S WASHINGTON,PAPILLION,NE,68046,USA,4023317600,41.138768,-96.043832
McDonalds,http://mylocalmcds.com/12650,195500255170-en-us,150203,12650,44,WICHITA-HUTCHINSON  KS.,19120,3527 N ROCK RD,WICHITA,KS,67226,USA,3166365222,37.747533,-97.245139
McDonalds,http://mylocalmcds.com/5468,195500254296-en-us,150064,5468,44,TOPEKA  KS.,18560,5525 SW 21ST ST,TOPEKA,KS,66604-3647,USA,7852731741,39.028862,-95.749222
McDonalds,http://mylocalmcds.com/33571,195500567938-en-us,260210,33571,42,OMAHA  NB.,16520,3575 NORTH 168TH COURT,OMAHA,NE,68116,USA,4022891644,41.290684,-96.177824
McDonalds,http://mylocalmcds.com/37183,195500823676-en-us,150372,37183,44,WICHITA-HUTCHINSON  KS.,19120,2600 CENTRAL AVE,DODGE CITY,KS,67801,USA,6208014555,37.778941,-100.016656
McDonalds,http://mylocalmcds.com/3429,195500254012-en-us,150029,3429,44,TOPEKA  KS.,18560,1202 W 6TH AVE,EMPORIA,KS,66801-2563,USA,6203429325,38.405344,-96.195878
McDonalds,http://mylocalmcds.com/751,195500253893-en-us,150008,751,44,WICHITA-HUTCHINSON  KS.,19120,1811 N HILLSIDE,WICHITA,KS,67214-2317,USA,3166510332,37.715974,-97.299363
McDonalds,http://mylocalmcds.com/747,195500253909-en-us,150009,747,44,WICHITA-HUTCHINSON  KS.,19120,1050 N BROADWAY,WICHITA,KS,67214-2907,USA,3162678701,37.702099,-97.335238
McDonalds,http://mylocalmcds.com/2018,195500253961-en-us,150019,2018,44,TOPEKA  KS.,18560,1201 GAGE BLVD,TOPEKA,KS,66604-1883,USA,7852730111,39.045398,-95.725125
McDonalds,http://mylocalmcds.com/7032,195500254487-en-us,150092,7032,44,WICHITA-HUTCHINSON  KS.,19120,6350 W KELLOGG,WICHITA,KS,67209-2330,USA,3169422791,37.673364,-97.415982
McDonalds,http://mylocalmcds.com/4721,195500277288-en-us,260026,4721,42,OMAHA  NB.,16520,10777 Q ST,OMAHA,NE,68127-2931,USA,4025925100,41.204943,-96.080825
McDonalds,http://mylocalmcds.com/13539,195500255149-en-us,150195,13539,44,KANSAS CITY  MO.,14440,1001 S 1ST ST,HIAWATHA,KS,66434,USA,7857423377,39.842535,-95.526639
McDonalds,http://mylocalmcds.com/4298,195500254159-en-us,150047,4298,44,WICHITA-HUTCHINSON  KS.,19120,456 S WEST,WICHITA,KS,67213-2108,USA,3169458411,37.676953,-97.389001
McDonalds,http://mylocalmcds.com/7636,195500254647-en-us,150110,7636,44,WICHITA-HUTCHINSON  KS.,19120,122 N. SENECA,WICHITA,KS,67208,USA,3162679020,37.684771,-97.352443
McDonalds,http://mylocalmcds.com/11073,195500254807-en-us,150129,11073,44,WICHITA-HUTCHINSON  KS.,19120,8100 EAST 21ST COURT,WICHITA,KS,67226,USA,3166856690,37.723535,-97.243641
McDonalds,http://mylocalmcds.com/17691,195500277691-en-us,260080,17691,42,OMAHA  NB.,16520,8003 S 84TH ST,LA VISTA,NE,68128,USA,4025976162,41.179496,-96.042347
McDonalds,http://mylocalmcds.com/2734,195500277172-en-us,260013,2734,42,LINCOLN-HASTINGS-KEARNEY  NB.,14960,813 S 13TH ST,NORFOLK,NE,68701-5747,USA,4023791800,42.023128,-97.426109
McDonalds,http://mylocalmcds.com/18521,195500255460-en-us,150258,18521,44,WICHITA-HUTCHINSON  KS.,19120,545 N HILLSIDE,WICHITA,KS,67214,USA,3166864575,37.694987,-97.299505
McDonalds,http://mylocalmcds.com/6211,195500254395-en-us,150082,6211,44,WICHITA-HUTCHINSON  KS.,19120,411 S. BROADWAY,WICHITA,KS,67202-3909,USA,3162672333,37.681863,-97.335882
McDonalds,http://mylocalmcds.com/3764,195500254081-en-us,150040,3764,44,WICHITA-HUTCHINSON  KS.,19120,703 W WYATT EARP BLVD,DODGE CITY,KS,67801-4249,USA,6202277008,37.752869,-100.023973
McDonalds,http://mylocalmcds.com/37302,195500828077-en-us,150373,37302,44,WICHITA-HUTCHINSON  KS.,19120,11130 E 21ST STREET NORTH,WICHITA,KS,67226,USA,3163150199,37.723635,-97.208669
McDonalds,http://mylocalmcds.com/7309,195500254586-en-us,150101,7309,44,WICHITA-HUTCHINSON  KS.,19120,5606 E CENTRAL,WICHITA,KS,67208-4201,USA,3166810160,37.694356,-97.270952
McDonalds,http://mylocalmcds.com/5596,195500254319-en-us,150065,5596,44,TOPEKA  KS.,18560,2001 N TOPEKA,TOPEKA,KS,66608-1828,USA,7852329081,39.085255,-95.665814
McDonalds,http://mylocalmcds.com/19056,195500255521-en-us,150273,19056,44,WICHITA-HUTCHINSON  KS.,19120,2437 SW ST,WICHITA,KS,67217,USA,3169414750,37.650044,-97.389642
McDonalds,http://mylocalmcds.com/10113,195500277615-en-us,260069,10113,42,OMAHA  NB.,16520,11330 W DODGE,OMAHA,NE,68154-2620,USA,4024963555,41.263692,-96.090393
McDonalds,http://mylocalmcds.com/17786,195500277813-en-us,260105,17786,42,OMAHA  NB.,16520,3805 N 132ND ST,OMAHA,NE,68164,USA,4024318437,41.293284,-96.119099
McDonalds,http://mylocalmcds.com/995,195500253916-en-us,150012,995,44,TOPEKA  KS.,18560,1100 KANSAS AVE,TOPEKA,KS,66612-1329,USA,7852324434,39.043899,-95.676107
McDonalds,http://mylocalmcds.com/11689,195500277769-en-us,260090,11689,42,OMAHA  NB.,16520,3609 SUMMIT PLAZA DR,BELLEVUE,NE,68123-1090,USA,4022927704,41.14007,-95.967783
McDonalds,http://mylocalmcds.com/6476,195500277493-en-us,260053,6476,42,OMAHA  NB.,16520,3606 S 84TH,OMAHA,NE,68124-3900,USA,4023998700,41.225983,-96.043793
McDonalds,http://mylocalmcds.com/15748,195500277912-en-us,260122,15748,42,LINCOLN-HASTINGS-KEARNEY  NB.,14960,1205 RIVERSIDE BLVD,NORFOLK,NE,68701,USA,4023714048,42.046324,-97.416911
McDonalds,http://mylocalmcds.com/317,195500253848-en-us,150002,317,44,TOPEKA  KS.,18560,3117 S TOPEKA AVE,TOPEKA,KS,66611-2124,USA,7852664770,39.0113,-95.688306
McDonalds,http://mylocalmcds.com/343,195500253862-en-us,150004,343,44,WICHITA-HUTCHINSON  KS.,19120,2418 S SENECA AVE,WICHITA,KS,67216,USA,3162624331,37.651214,-97.352176
McDonalds,http://mylocalmcds.com/19913,195500276366-en-us,240660,19913,42,OMAHA  NB.,16520,1304 HWY 136 W,ROCKPORT,MO,64482,USA,6607446677,40.404937,-95.556586
McDonalds,http://mylocalmcds.com/166,195500253831-en-us,150001,166,44,WICHITA-HUTCHINSON  KS.,19120,1630 S HILLSIDE,WICHITA,KS,67211-4019,USA,3166869612,37.664004,-97.298349
McDonalds,http://mylocalmcds.com/30137,195500348100-en-us,150343,30137,44,WICHITA-HUTCHINSON  KS.,19120,501 E PAWNEE S (WM #1099),WICHITA,KS,67207,USA,3162645800,37.647846,-97.332436
McDonalds,http://mylocalmcds.com/6736,195500277523-en-us,260056,6736,42,OMAHA  NB.,16520,3404 N 108TH ST,OMAHA,NE,68164-2907,USA,4024939555,41.290081,-96.081999
McDonalds,http://mylocalmcds.com/7477,195500254616-en-us,150106,7477,44,WICHITA-HUTCHINSON  KS.,19120,1219 S ROCK RD,WICHITA,KS,67207-3319,USA,3166879664,37.665946,-97.245036
McDonalds,http://mylocalmcds.com/6508,195500277516-en-us,260054,6508,42,OMAHA  NB.,16520,7717 WEST DODGE,OMAHA,NE,68114-3636,USA,4023900800,41.259262,-96.033441
McDonalds,http://mylocalmcds.com/16841,195500277943-en-us,260130,16841,42,OMAHA  NB.,16520,10201 S 21ST,BELLEVUE,NE,68123,USA,4022924575,41.158698,-95.94215
McDonalds,http://mylocalmcds.com/7244,195500254524-en-us,150096,7244,44,TOPEKA  KS.,18560,2880 CALIFORNIA,TOPEKA,KS,66605-1713,USA,7852676181,39.015591,-95.651006
McDonalds,http://mylocalmcds.com/27366,195500345383-en-us,150322,27366,44,WICHITA-HUTCHINSON  KS.,19120,11989 E KELLOGG DR,WICHITA,KS,67207,USA,3166834852,37.678597,-97.199094
McDonalds,http://mylocalmcds.com/18693,195500255477-en-us,150264,18693,44,WICHITA-HUTCHINSON  KS.,19120,1645 S WEBB RD,WICHITA,KS,67207,USA,3166875494,37.663553,-97.22678
McDonalds,http://mylocalmcds.com/15232,195500255316-en-us,150222,15232,44,WICHITA-HUTCHINSON  KS.,19120,3430 S. HYDRAULIC,WICHITA,KS,67216,USA,3165547801,37.63084,-97.316479
McDonalds,http://mylocalmcds.com/4701,195500254203-en-us,150052,4701,44,WICHITA-HUTCHINSON  KS.,19120,2002 W. CENTRAL,EL DORADO,KS,67042-3201,USA,3163214910,37.817727,-96.876941
McDonalds,http://mylocalmcds.com/3701,195500277226-en-us,260018,3701,42,OMAHA  NB.,16520,1608 GALVIN RD,BELLEVUE,NE,68005-3809,USA,4022926100,41.142949,-95.911601
McDonalds,http://mylocalmcds.com/18850,195500254814-en-us,150137,18850,44,WICHITA-HUTCHINSON  KS.,19120,115 CENTRAL,ANDOVER,KS,67002,USA,3167330001,37.693558,-97.136163
McDonalds,http://mylocalmcds.com/12897,195500277844-en-us,260108,12897,42,OMAHA  NB.,16520,3909 S 42ND,OMAHA,NE,68107,USA,4027312700,41.221444,-95.975292
McDonalds,http://mylocalmcds.com/6012,195500277448-en-us,260046,6012,42,OMAHA  NB.,16520,9009 OLD MILITARY AVE,OMAHA,NE,68134,USA,4025710800,41.310584,-96.053503
McDonalds,http://mylocalmcds.com/7670,195500277585-en-us,260065,7670,42,OMAHA  NB.,16520,2340 N 72ND ST,OMAHA,NE,68134-7008,USA,4023901179,41.2811,-96.024379
McDonalds,http://mylocalmcds.com/4216,195500254142-en-us,150046,4216,44,WICHITA-HUTCHINSON  KS.,19120,4810 SOUTH BROADWAY,WICHITA,KS,67216-3713,USA,3165220588,37.60753,-97.333487
