ID,Company,Address,City,State,Zipcode,Country,Phone,Member_Type,Type,URL,Latitude,Longitude
900058962,18th Street Brewery,5725 Miller Ave,Gary,IN,46403-2871,United States,,NHQ,Micro,www.18thstreetbrewery.com,41.5990572,-87.2671790
900162073,18th Street Brewery,5417 N. Oakley Ave,Hammond,IN,46320-1817,United States,,NBREW,Micro,,41.6151330,-87.5172230
900069926,1912 Brewing,2045 N Forbes Blvd Suite 105,Tucson,AZ,85745,United States,(520) 256-4851,HQ,Micro,www.1912brewing.com,32.2464560,-110.9938334
000203789,192 Brewing,7324 NE 175th St,Kenmore,WA,98028-2500,United States,(425) 424-2337,NHQ,Brewpub,www.192brewing.com,47.7566065,-122.2424505
900069632,1933 Brewing Co,4025 S Mason St,Fort Collins,CO,80525-5953,United States,(970) 377-4107,HQ,Micro,www.1933brewing.com,40.5311387,-105.0801963
900106430,1940's Brewing Company,"1337 Lincoln Avenue, Unit #1",Holbrook,NY,11741,United States,631-533-4838,HQ,Micro,www.1940sbrewingcompany.com,40.7833290,-73.0832900
900102713,1st Republic Brewing Co,"39 River Rd, Suite 6",Essex Junction,VT,05452,United States,(802) 857-5318,HQ,Micro,www.1strepublic-homebrew.com,44.4837305,-73.0844929
900166334,2 Basset Brewery,202 E. Main St,White Sulphur Springs,MT,59645,United States,(406) 547-2337,NHQ,Micro,2bassetbrewery.com/,46.5481600,-110.9010709
900159606,2 Rivers Brewery @ Riverside On the Root,109 Parkway Ave. South,Lanesboro,MN,55949,United States,(507) 467-3663,NHQ,Brewpub,www.riversideontheroot.com,43.7201416,-91.9771264
900044390,2 Witches Winery and Brewing Company,209 Trade St,Danville,VA,24541-3545,United States,(434) 549-2739,NHQ,Micro,www.2witcheswinebrew.com,36.5858251,-79.4213237
900117189,212 Brewing Company,902 Broadway,New York,NY,10010-6002,United States,(212) 377-9050,HQ,Contract,www.212beer.com,40.7393898,-73.9892850
900130157,21st Amendment Brewery,2010 Williams Street,San Leandro,CA,94577-2334,United States,(415) 369-0900,HQ,Regional,,37.7112434,-122.1766344
000133464,21st Amendment Brewery Cafe,563 2nd St,San Francisco,CA,94107-1411,United States,(415) 369-0900,BREW,Brewpub,www.21st-amendment.com,37.7824892,-122.3924905
900164583,238 Brewing Company,10321 E. Day Mt,Spokane,WA,99021,United States,(509) 238-2739,NHQ,Micro,www.238brewing.com,47.8303880,-117.2656030
000154674,23rd Street Brewery,3512 Clinton Pkwy,Lawrence,KS,66047-2145,United States,(785) 856-2337,HQ,Brewpub,www.brew23.com,38.9429975,-95.2810862
900140751,26 Degree Brewing Company,2600 E Atlantic Blvd,Pompano Beach,FL,33062-4940,United States,(954) 532-6964,HQ,Micro,www.26brewing.com,26.2312818,-80.0975418
900078517,2Kids Brewing Company,8489 Westmore Rd # 44,San Diego,CA,92126-5342,United States,(858) 480-5437,HQ,Micro,www.2kidsBrewing.com,32.8966077,-117.1373279
000204073,2nd Shift Brewing Co,101 Cedar Creek Rd,New Haven,MO,63068-2068,United States,(618) 791-0728,HQ,Micro,www.2ndshiftbrewing.com,38.5435216,-91.1812857
900089461,2nd Story Brewing Company,117 Chestnut St,Philadelphia,PA,19106-3074,United States,(267) 314-5770,HQ,Brewpub,www.2ndstorybrewing.com,39.9484739,-75.1435556
900130824,2SP Brewing Company,120 Concord Rd,Aston,PA,19014,United States,(484) 483-7860,HQ,Micro,www.2spbrewing.com,39.8554651,-75.4036331
900047491,3 Daughters Brewing,222 22nd St S Bldg 1,Saint Petersburg,FL,33712-1240,United States,(727) 495-6002,HQ,Micro,www.3dbrewing.com,27.7690510,-82.6627049
900071939,3 Freaks Brewing Co,7140 E County Line Rd,Highlands Ranch,CO,80126-3926,United States,(720) 299-0994,HQ,Micro,www.3freaksbrewery.com,39.5649037,-104.9059419
900036493,3 Guys and A Beer'd Brewing Co,10 Enterprise,Carbondale,PA,18407-1880,United States,(570) 280-2739,NHQ,Micro,www.3guysandabeerd.com,41.5790532,-75.5014732
900135903,3 Nations Brewing,2405 Squire Pl Ste. 200,Farmers Branch,TX,75234-4743,United States,(469) 660-7184,NHQ,Micro,www.threenationsbrewing.com,32.9310392,-96.8983269
900016047,3 Sheeps Brewing Co,1327 Huron Ave,Sheboygan,WI,53081-3282,United States,(920) 395-3583,HQ,Micro,www.3sheepsbrewing.com,43.7593533,-87.7225872
900142746,3 Sheets Brewing Company,,Albany,OR,,United States,(541) 619-0183,NHQ,Micro,www.facebook.com/3sheetsbrewery,44.6365107,-123.1059282
900094204,3 Sons Brewing Co. ,236 N. Federal Highway,Dania,FL,33004-2851,United States,(954) 601-3833,HQ,Contract,,26.0572483,-80.1432205
000206800,3 Stars Brewing Co,6400 Chillum Pl NW Ste B,Washington,DC,20012-2111,United States,(202) 670-0333,HQ,Micro,www.3starsbrewing.com,38.9674910,-77.0126260
900048411,300 Suns Brewing Company,335 1st Ave Unit C,Longmont,CO,80501-5958,United States,,HQ,Micro,www.300sunsbrewing.com,40.1599013,-105.1012330
900102236,32 North Brewing Co,8655 Production Ave Ste A,San Diego,CA,92121-2258,United States,(714) 791-8973,NHQ,Micro,www.32NorthBrew.com,32.8827827,-117.1648515
900076549,350 Brewing Co,7144 W 183rd St,Tinley Park,IL,60477,United States,(708) 518-2239,HQ,Brewpub,www.350brewing.com,41.5593734,-87.7911748
900066599,38 State Brewing,8071 S Broadway Ste A,Littleton,CO,80122-2730,United States,(720) 638-3678,HQ,Micro,www.38statebrew.com,39.5689667,-104.9896149
900077715,3cross Brewing Company,26 Cambridge St.,Worcester,MA,01603-2343,United States,,HQ,Micro,www.3crossbrewing.com,42.2440750,-71.8304129
900175580,3rd Planet Brewing,,,MA,,United States,,NHQ,,placeholder,0.0000000,0.0000000
900035627,3rd Wave Brewing Co,501 N Bi State Blvd,Delmar,DE,19940-1106,United States,(302) 907-0423,HQ,Micro,www.3rdwavebrewingco.com,38.4607682,-75.5743423
900019039,4 Hands Brewing Co,1220 S 8th St,Saint Louis,MO,63104-3610,United States,(314) 436-1559,HQ,Micro,www.4HandsBrewery.com,38.6149562,-90.1975930
900049429,4 Noses Brewing Company,8855 W 116TH CIRCLE - SUITE 4,BROOMFIELD ,CO,80021,United States,(720) 460-2797,HQ,Micro,www.4nosesbrewing.com,39.9065800,-105.0985900
900019117,40 Arpent Brewing Co,6809 N Peters St,Arabi,LA,70032-1039,United States,,NHQ,Micro,,29.9483973,-90.0083326
900005237,406 Brewing Company,101 E Oak St Ste D,Bozeman,MT,59715-2939,United States,(406) 585-3745,HQ,Micro,www.406brewingcompany.com,45.6929833,-111.0340753
900125038,42 North Brewing Company,25 Pine Street,East Aurora,NY,14052-1827,United States,,HQ,Micro,www.42northbrewing.com,42.7686418,-78.6079124
900100254,4204 Main St Brewing Co,4204 W Main St,Belleville,IL,62226-5501,United States,(618) 416-7261,HQ,Brewpub,www.mainstreetbrewingco.com,38.5379190,-90.0210740
900047252,450 North Brewing Company @ Simmons Winery,8111 E 450 N,Columbus,IN,47203-8106,United States,(812) 546-0091,NHQ,Brewpub,www.450northbrewing.com,39.2682890,-85.8318368
900006791,49th State Brewing Co,PO Box 107,Denali National Park,AK,99755-0107,United States,(907) 683-2739,HQ,Brewpub,www.49statebrewing.com,63.3333335,-150.5000002
900091345,4th Tap Brewing Cooperative,10615 Metric Blvd,Austin,TX,78758-4520,United States,(512) 904-9817,HQ,Micro,www.4thtap.coop,30.3851408,-97.7118457
900002772,5 Rabbit Cerveceria Inc,6398 W 74th St,Chicago,IL,60638-6129,United States,(312) 895-9591,NHQ,Micro,www.5rabbitbrewery.com,41.7580000,-87.7796220
900137702,5 Rights Brewing Co,7028 46th St NE,Marysville,WA,98270,United States,(425) 334-1026,NHQ,Micro,www.5rightsbrewing.com,48.0372530,-122.1361620
000179281,5 Seasons Brewing Co - North,3655 Old Milton Pkwy,Alpharetta,GA,30005-4487,United States,(770) 521-5551,NBREW,Brewpub,www.5seasonsbrewing.com,34.0637856,-84.2528113
000138466,5 Seasons Brewing Co - Prado,5600 Roswell Rd,Sandy Springs,GA,30342-1150,United States,(404) 255-5911,NHQ,Brewpub,www.5seasonsbrewing.com,33.9058314,-84.3792209
000179282,5 Seasons Brewing Co - Westside,1000 Marietta St NW Ste 204,Atlanta,GA,30318-0683,United States,(404) 875-3232,NBREW,Brewpub,www.5seasonsbrewing.com,33.7790059,-84.4107147
900050095,5 Stones Artisan Brewery,128 Springtree Cv,Cibolo,TX,78108-3316,United States,(210) 380-8215,HQ,Micro,www.5stonesbrew.com,29.5968351,-98.2591013
900011684,50 Back Brewing Co,5 Village Rd,Pepperell,MA,01463-1182,United States,(978) 265-1610,NHQ,Contract,www.50back.com,42.6738423,-71.5984083
900051146,51 North Brewing Co,51 N Broadway St,Lake Orion,MI,48362-3125,United States,(248) 690-7367,NHQ,Brewpub,www.51northbrewing.com,42.7852950,-83.2402140
900018197,515 Brewing Co,7700 University Ave,Clive,IA,50325-1271,United States,,HQ,Micro,www.515brewing.com,41.5999157,-93.7226797
900135448,51st Ward Beer Company,323 N. Washington St,Westmont,IL,60559-1512,United States,(844) 451-2337,NHQ,Contract,,41.8044880,-87.9804780
900064304,53 Peaks Brewing,1710 S Broadway,Denver,CO,80210-3102,United States,,NHQ,Contract,www.53peaksbrewing.com,39.6854630,-104.9871720
900121977,54-40 Brewing Company,3801 S Truman Rd,Washougal,WA,98671-2582,United States,,HQ,Micro,www.54-40brewing.com,45.5648179,-122.3270721
900144447,56 Brewing,"3134 California St NE, Ste 122",Minneapolis,MN,55418-1789,United States,(612) 404-0056,NHQ,Micro,www.56brewing.com,45.0256226,-93.2695162
900130505,57 Brew Pub & Bistro,1310 W Washington St,Greenville,MI,48838-2190,United States,(616) 712-6226,HQ,Brewpub,www.57brewpub.com,43.1776771,-85.2727484
900047599,603 Brewery,12 Liberty Dr Unit 7,Londonderry,NH,03053-2286,United States,(603) 630-7745,HQ,Micro,www.603brewery.com,42.9164264,-71.3629389
000206804,612 Brew,945 Broadway St NE,Minneapolis,MN,55413-1471,United States,(612) 964-8939,HQ,Micro,www.612brew.com,44.9990755,-93.2464998
900097254,7 Devils Brewing Co,249 S 2nd St,Coos Bay,OR,97420-1642,United States,(541) 808-3738,HQ,Brewpub,www.7devilsbrewery.com,43.3665411,-124.2146475
900078189,7 Hermits Brewing Company,717 Sylvan Lake Rd #B-1,Eagle,CO,81631,United States,(970) 328-6220,NHQ,Brewpub,www.7hermitsbrewing.com,39.6401040,-106.8322020
900143144,7 Hills Brewing Co,115 S 15th St,Richmond,VA,23219-4252,United States,(804) 716-8307,NHQ,Micro,www.7hillsrva.com,37.5331690,-77.4317210
900128539,7 Locks Brewing,12227 Wilkins Avenue,Rockville,MD,20852-1833,United States,(301) 841-7123,HQ,Micro,www.7locksbrewing.com,39.0558135,-77.1101840
000198792,7 Seas Brewing Co,3006 Judson St Ste 110,Gig Harbor,WA,98335-1226,United States,(253) 514-8129,HQ,Micro,www.7seasbrewing.com,47.3272977,-122.5795175
900075721,7th Settlement Brewery,47 Washington St,Dover,NH,03820-3877,United States,,HQ,Micro,www.7thsettlement.com,43.1951584,-70.8735990
000199149,7venth Sun Brewery,1012 Broadway,Dunedin,FL,34698-5762,United States,(727) 773-3013,HQ,Micro,www.7venthsun.com,28.0162057,-82.7900486
000134552,841 Brewhouse,841 E Milwaukee St,Whitewater,WI,53190-2126,United States,(262) 473-8000,NHQ,Brewpub,,42.8319198,-88.7140660
900089570,8-Bit Aleworks,1050 N Fairway Dr F - 101,Avondale,AZ,85323,United States,(623) 925-1650,HQ,Micro,www.8-bitaleworks.com,33.4535866,-112.3261431
000213665,8th Wonder Brewery,2202 Dallas St,Houston,TX,77003-3519,United States,(713) 397-0072,HQ,Micro,www.8thwonderbrew.com,29.7490257,-95.3557612
900128232,902 Brewing Co,,Hoboken,NJ,07030-5106,United States,,NHQ,Contract,www.902brewing.com,40.7439905,-74.0323626
900063336,903 Brewers,1720 S Elm St,Sherman,TX,75090-8725,United States,(214) 243-8090,HQ,Micro,www.903brewers.com,33.6172367,-96.6067613
900038163,927 Beer Company,821 Cornwall St,Cambria,CA,93428-2434,United States,(805) 203-5265,HQ,Micro,www.cambriabeerco.com,35.5666730,-121.0984560
900150240,A,5 Acoma Trail,ALBUQUERQUE,NM,87048,United States,(505) 400-1101,NHQ,Micro,,35.2217160,-106.6532032
900180173,A R Ales,,,NM,,United States,,NHQ,,placeholder,0.0000000,0.0000000
000133467,A1A Ale Works,1 King St Ste 101,St Augustine,FL,32084-4461,United States,(904) 829-2977,BREW,Brewpub,www.craftworksrestaurants.com,29.8919786,-81.3111442
000193926,Aardwolf Brewing Company,1461 Hendricks Ave,Jacksonville,FL,32207-8622,United States,(904) 301-0755,HQ,Micro,www.aardwolfbrewing.com,30.3108135,-81.6544618
900174637,AB InBev,,,FL,,United States,,NHQ,,placeholder,0.0000000,0.0000000
900016162,Abandon Brewing,2994 Merritt Hill Rd,Penn Yan,NY,14527-8938,United States,(585) 209-3276,HQ,Micro,www.abandonbrewing.com,42.6318290,-77.1049150
900136668,Abandoned Building Brewery,142 Pleasant Street Unit 103A,Easthampton,MA,01027-2805,United States,(413) 282-7062,NHQ,Micro,www.abandonedbuildingbrewery.com,42.2741936,-72.6615712
000133468,Abbey Brewing Co,1115 16th St,Miami Beach,FL,33139-2441,United States,(305) 538-8110,NHQ,Contract,,25.7890852,-80.1403462
000161140,"Abbey Brewing Company, LLC",PO Box 22779,Santa Fe,NM,87502-2779,United States,(505) 670-6802,HQ,Micro,,35.6869752,-105.9377990
000207983,Abbey Ridge Brewery & Tap Room,24 Brewster Valley,Pomona,IL,62975-0027,United States,(618) 634-1767,NHQ,Brewpub,www.abbeyridgebrew.com,37.6267036,-89.3235602
000172521,Abbey Wright Brewing Co / Valley Inn,204 Valley St,Williamsport,PA,17702-6738,United States,(570) 326-3383,NHQ,Brewpub,www.thevalley-inn.com,41.2225143,-77.0369200
900171773,Abdysh-Ata Ltd,,,PA,,United States,,NHQ,,placeholder,0.0000000,0.0000000
000133469,Abita Brewing Co,21084 Highway 36,Covington,LA,70433-9200,United States,(985) 893-3143,BREW,Regional,www.abita.com,30.4821380,-90.0551850
900137550,Able Ebenezer Brewing Company,31 Columbia Cir,Merrimack,NH,03054-4161,United States,(844) 223-2253,NHQ,Micro,www.ableebenezer.com,42.8526218,-71.4932680
900019389,Able Seedhouse and Brewery,1121 Quincy St. NE,Minneapolis,MN,55413,United States,(612) 405-4642,HQ,Micro,www.ablebeer.com,44.9989655,-93.2512103
900130207,Abnormal Beer Company,16990 Via Tazon Suite 123,San Diego,CA,92127-1649,United States,(858) 618-2463,NHQ,Brewpub,,33.0236601,-117.0858749
900034017,ABQ Brew Pub,6601 Uptown Blvd NE Ste B,Albuquerque,NM,87110-4207,United States,(505) 884-1116,NHQ,Brewpub,www.abqbrewpub.com,35.1039176,-106.5713130
900023651,Absolution Brewing Co,2878 Columbia St,Torrance,CA,90503-3808,United States,(310) 490-4860,HQ,Micro,www.absolutionbrewingcompany.com,33.8431414,-118.3378959
000186730,AC Golden Brewing Company,PO Box 4030,Golden,CO,80402-4030,United States,(303) 292-3926,BREW,Large,www.acgolden.com,39.7555430,-105.2210997
900123130,Accomplice Brewing,1023 N Florida Mango Rd,West Palm Beach,FL,33409,United States,(561) 568-7242,NHQ,Micro,www.accomplicebrewing.com,26.7046630,-80.0789140
900066607,Acoustic Ales Brewing Experiment,1795 Hancock St Ste P1,San Diego,CA,92110-2006,United States,(619) 299-2537,HQ,Micro,www.acousticales.com,32.7426822,-117.1848133
900036481,"Actual Brewing Company, LLC",655 N James Rd,Columbus,OH,43219-1837,United States,(614) 284-3741,HQ,Micro,www.actualbeer.com,39.9859702,-82.9073220
000134847,Adam's Northwest Bistro / Twin Rivers Brewing,104 N Lewis St,Monroe,WA,98272-1502,United States,(360) 794-4056,NHQ,Brewpub,www.adamsnwbistro.com,47.8563310,-121.9707759
000210604,Adelbert's Brewery LLC,2314 Rutland Dr Ste 100,Austin,TX,78758-5273,United States,(512) 662-1462,HQ,Micro,www.adelbertsbeer.com,30.3826181,-97.7201026
000133471,Adirondack Pub and Brewery,33 Canada St,Lake George,NY,12845-1603,United States,(518) 668-0002,HQ,Micro,www.adkpub.com,43.4185210,-73.7141110
900127713,Adirondack Toboggan Company Microbrewery,202A W Main St,Gouverneur,NY,13642-1334,United States,(315) 771-6313,NHQ,Micro,www.adktoboggan.net,44.3314450,-75.4760590
900031581,Adroit Theory Brewing Company,404 Browning Ct Unit C,Purcellville,VA,20132-6171,United States,(703) 434-0553,HQ,Micro,www.adroit-theory.com,39.1439020,-77.7201879
900063750,Adventure Brewing Co,33 Perchwood Dr Ste 101,Fredericksburg,VA,22405-4552,United States,(540) 242-8876,HQ,Micro,www.adventure-brewing.com,38.3845180,-77.4405540
000144764,Adventure South,3321 Dill Smith Dr,Fredericksburg,VA,22408-7319,United States,(540) 371-7799,BREW,Brewpub,www.adventurebrewing.com,38.2800410,-77.4484212
900065282,Aeronaut Brewing Company,14 Tyler St,Somerville,MA,02143-3224,United States,(617) 987-4236,HQ,Micro,www.aeronautbrewing.com,42.3817829,-71.1056689
900055233,Aftershock Brewing Co,28822 Old Town Front St Ste 107,Temecula,CA,92590-2723,United States,(951) 972-2256,HQ,Micro,www.aftershockbrewingco.com,33.4882913,-117.1445094
900012040,Against the Grain Brewery,401 E Main St,Louisville,KY,40202-1110,United States,(502) 515-0174,HQ,Micro,www.atgbrewery.com,38.2555029,-85.7441124
900137558,Agner & Wolf Brewery,"4 Bud Way, Vantage Point 3, Unit 16-18",Nashua,NH,03063,United States,(617) 319-9957,NHQ,Micro,www.agnerwolfbeer.com,42.7766215,-71.5021474
900058526,"Agrarian Ales, LLC",31115 W Crossroads Ln,Eugene,OR,97408-9220,United States,,HQ,Micro,www.agales.com,44.1890122,-123.1250782
900023160,Ahnapee Brewery,115 Navarino St,Algoma,WI,54201-1246,United States,(920) 487-5208,HQ,Micro,www.ahnapeebrewery.com,44.6093977,-87.4353491
000142962,Aiken Brewing Co,140 Laurens St SW,Aiken,SC,29801-3848,United States,(803) 502-0707,HQ,Brewpub,www.aikenbrewingcompany.com,33.5602133,-81.7228231
900156591,Airline Brewing Company,22 Mill Lane,Amherst,ME,04605,United States,(936) 827-6689,HQ,Micro,tbd,44.8152758,-68.5099225
000203380,Airways Brewing Co,8611 S 212th St,Kent,WA,98031-1910,United States,(253) 200-1707,HQ,Micro,www.airwaysbrewing.com,47.4118525,-122.2247497
900036973,Akasha Brewing Company,909 E Market St Suite 700,Louisville,KY,40206-1688,United States,(502) 742-7770,NHQ,Micro,www.akashabrewing.com,38.2531286,-85.7354133
900102707,Alameda Brewing Co,4736 SE 24th Ave,Portland,OR,97202-4787,United States,(503) 460-9025,BREW,Micro,,45.4886743,-122.6414470
000133472,Alameda Brewing Co,4765 NE Fremont St,Portland,OR,97213-1724,United States,(503) 460-9025,HQ,Micro,www.alamedabrewing.com,45.5484800,-122.6136500
000194058,Alamo Beer Co,415 Burnet Street,San Antonio,TX,78202,United States,(210) 872-5589,HQ,Micro,www.alamobeer.com,29.4294590,-98.4772610
900061736,Alarmist Brewing Co,"4055 W. Peterson Ave, Suite Rear",Chicago,IL,60646,United States,(773) 988-2536,HQ,Micro,alarmistbrewing.com,41.9894877,-87.7303270
000133473,Alaskan Brewing Co.,5429 Shaune Dr,Juneau,AK,99801-9540,United States,(907) 780-5866,HQ,Regional,www.alaskanbeer.com,58.3570171,-134.4893459
900069734,Albia Brewing Co,11 Benton Ave E,Albia,IA,52531-2032,United States,(641) 932-4085,NHQ,Brewpub,www.albiabrewingcompany.blogspot.com,41.0271308,-92.8077950
900019106,Alchemist Cannery,35 Crossroad,Waterbury,VT,05676-9003,United States,(802) 244-7744,HQ,Micro,www.alchemistbeer.com,44.3504710,-72.7438210
900023573,Aldus Brewing Company,555 Centennial Avenue,Hanover,PA,17331-3936,United States,(717) 634-2407,HQ,Brewpub,www.aldusbrewing.com,39.7905980,-76.9768990
000165669,Ale Asylum,2002 Pankratz St,Madison,WI,53704-4024,United States,(608) 663-3926,HQ,Regional,www.aleasylum.com,43.1207344,-89.3537098
900023970,Ale House Brewing Co,4020 Colmery Ct,San Jose,CA,95118,United States,(408) 390-7574,NHQ,Micro,www.alehousebrewing.com,37.2620890,-121.8997250
000148620,Ale Industries,3096 E 10th St,Oakland,CA,94601-2960,United States,(925) 470-5280,NHQ,Micro,www.aleindustries.com,37.7761647,-122.2282349
900010912,Ale Syndicate Brewers,2601 W Diversey Ave,Chicago,IL,60647-1817,United States,(773) 340-2337,NHQ,Micro,www.alesyndicate.com,41.9319940,-87.6933002
000133479,AleSmith Brewing Co,9990 AleSmith Court,San Diego,CA,92126,United States,(858) 549-9888,HQ,Regional,www.alesmith.com,32.8873241,-117.1493986
900142182,Alesong Brewing and Blending,1000 Conger St. Unit C,Eugene,OR,97402,United States,(541) 972-3303,HQ,Micro,www.alesongbrewing.com,44.0487440,-123.1343870
000164933,Alewerks Brewing Company,189B Ewell Rd,Williamsburg,VA,23188-2185,United States,(757) 220-3670,HQ,Micro,www.williamsburgalewerks.com,37.3210710,-76.7331616
900022259,Alibi Ale Works,204 E. Enterprise St.,Incline Village,NV,89451-9456,United States,(775) 298-7001,HQ,Micro,www.alibialeworks.com,39.2474450,-119.9534990
900101321,All Rise Brewing Co,235 N Ashland Ave,Chicago,IL,60607-1401,United States,(312) 226-6300,HQ,Brewpub,www.allrisebrewing.com,41.8858139,-87.6668746
900017111,All Saints Brewing Co,1602 State Route 119,Greensburg,PA,15601-7317,United States,(724) 289-1202,HQ,Micro,www.allsaintscraftbrewing.com,40.2739368,-79.5558647
000133482,Allagash Brewing Co,50 Industrial Way,Portland,ME,04103-1270,United States,(207) 878-5385,HQ,Regional,www.allagash.com,43.7032150,-70.3176770
000179436,Allentown Brew Works,812 Hamilton St,Allentown,PA,18101-2412,United States,(610) 433-7777,BREW,Brewpub,www.thebrewworks.com,40.6014002,-75.4739287
900029424,Alliance Brewing Company,1130 Sevier Ave,Knoxville,TN,37920-1867,United States,,HQ,Micro,www.alliancebrewingco.com,35.9596050,-83.9030320
900009237,Alligator Brewing / Tall Paul's Brewhouse,10 SE 2nd Ave,Gainesville,FL,32601-6232,United States,(352) 505-0990,HQ,Micro,,29.6504960,-82.3245560
000137638,Alltech's Lexington Brewing,475 Angliana Ave.,Lexington,KY,40508,United States,(859) 255-2337,HQ,Regional,Kentuckyale.com,38.0440150,-84.5125810
900136973,Alluvial Brewing Company,3715 West 190th St,Ames,IA,50014-9316,United States,(515) 337-1182,HQ,Micro,www.alluvialbrewing.com,42.0779222,-93.6689248
900174977,Alma Brewing Co,208 E. Superior,Alma,MI,48801,United States,(989) 462-0208,BREW,Brewpub,www.almabrewing.com,43.3789238,-84.6598386
900007690,Almanac Beer Company,2325 3rd St Ste 202,San Francisco,CA,94107-3167,United States,(415) 992-3438,HQ,Contract,www.almanacbeer.com,37.7602720,-122.3880977
900045245,Alosta Brewing Co,692 Arrow Grand Cir,Covina,CA,91722-2122,United States,,HQ,Micro,,34.1045302,-117.8790296
900101027,Alpenglow Beer Co,,Lafayette,CA,94549-4621,United States,,HQ,Contract,www.buckwildbrew.com,37.8857582,-122.1180201
900128642,Alpha Acid Brewing Co,121 Industrial Road. Ste 12,Belmont,CA,94002-8208,United States,,NHQ,Micro,www.alphaacidbrewing.com,37.5208272,-122.2668935
900062928,Alpha Brewing Co.,1409 Washington Ave Rear,Saint Louis,MO,63103-1936,United States,(314) 621-2337,HQ,Micro,www.alphabrewingcompany.com,37.9407479,-90.7882605
900080834,Alphabet City Beer Co,96 Avenue C Frnt 4,New York,NY,10009-7055,United States,,NHQ,Contract,www.acbnyc.com,40.7236500,-73.9788389
000143478,Alpine Beer Co,6550 Mira Mesa Blvd,San Diego,CA,92121,United States,(619) 445-2337,HQ,Brewpub,www.alpinebrewing.com,32.9070566,-117.1777777
000128596,Alpine Brewing Co,PO Box 2320,Oroville,WA,98844-2320,United States,(509) 476-9662,HQ,Micro,www.alpine-brewing.com,48.9390509,-119.4356211
000203659,Alpine Dog Brewing Co,1505 Ogden St,Denver,CO,80218-1405,United States,(720) 214-5170,HQ,Micro,www.alpinedogbrewery.com,39.7401282,-104.9748382
