StoreID,Address,City,State,Zipcode,Phone,Latitude,Longitude
78,5331 Merchants View Square,Haymarket ,VA,20169,5712488246,38.844371,-77.641598
79,1434 Sam's Drive,Chesapeake ,VA,23320,7574360455,36.767907,-76.249912
80,6206 Little River Turnpike,Alexandria ,VA,22312,7038131527,38.819946,-77.137666
82,46930 Cedar Lakes Plaza,Sterling ,VA,20164,7034047396,39.017901,-77.375771
83,7263-B Arlington Boulevard,Falls Church ,VA,22042,7032077372,38.86503,-77.196683
84,3903 Fair Ridge Drive,Fairfax ,VA,22033,7039340620,38.873224,-77.373229
85,2930 Chain Bridge Road,Oakton ,VA,22124,7032422627,38.882823,-77.300223
86,2610 Buford Road,Richmond ,VA,23235,8043232857,37.53405,-77.561981
87,Ridgeview Plaza Shopping Center,Bluefield ,VA,24605,2763220016,37.238757,-81.256706
88,4199-B Winchester Road,Marshall ,VA,20116,5403644382,38.863249,-77.848846
89,34-A Broad Street Road,Manakin-Sabot ,VA,23103,8047842055,37.671312,-77.681473
90,12965 Fair Lakes Shopping Center,Fairfax ,VA,22033,7038030049,38.858989,-77.389159
92,227 Fox Hill Road,Hampton ,VA,23669,7578505095,37.058726,-76.328384
93,6124 Rose Hill Drive,Alexandria ,VA,22310,7033136610,38.784552,-77.122259
94,42385 Ryan Road,Ashburn ,VA,20148,7033274437,38.986206,-77.536962
95,10025 Jefferson Davis Highway,Fredericksburg ,VA,22407,5407102022,38.223665,-77.505672
96,974 East Stuart Drive,Galax ,VA,24333,2762364691,36.681808,-80.89469
97,6504 Hull Street,Richmond ,VA,23224,8046742462,37.480458,-77.512888
98,3312 Princess Anne Rd,Virginia Beach ,VA,23456,7573686672,36.77298,-76.084297
99,601 Post Drive,Herndon ,VA,20170,7033262217,38.966919,-77.37588
101,3100-A West Broad Street,Richmond ,VA,23230,8043670937,37.565536,-77.473918
102,1901 West Main Street,Richmond ,VA,23220-5331,8043670014,37.548658,-77.464868
103,6348 Jefferson Davis Highway,Spotsylvania ,VA,22551,5405827336,38.13279,-77.523362
104,7028-7032 Woodlake Commons Loop,Midlothian ,VA,23112,8046088632,37.403809,-77.686236
105,869 Lynnhaven Parkway,Virginia Beach ,VA,23452,7573682046,36.812295,-76.071701
106,2973 Shore Drive,Virginia Beach ,VA,23451-1248,7574122349,36.910088,-76.075377
107,141 West Virginia Beach Boulevard,Norfolk ,VA,23510,7576838578,36.857221,-76.289844
108,10242 Staples Mills Road,Glen Allen ,VA,23060,8047562601,37.656506,-77.525194
109,1922 Wilson Boulevard,Arlington ,VA,22201,5713122596,38.892554,-77.08179
110,1136 London Blvd.,Portsmouth ,VA,23704-2246,7573966893,36.837195,-76.311205
111,5722 Union Mill Road,Clifton ,VA,20124,7038030060,38.83382,-77.414422
112,61 North Mallory Street,Hampton ,VA,23663,7577274852,37.020668,-76.319569
113,2827 Main Street,Hot Springs ,VA,24445-0629,5408392262,37.999792,-79.831914
114,4575 Whitehill Boulevard,Prince George ,VA,23875,8048634073,37.250206,-77.371458
115,"1423 Williamson Road, N.E.",Roanoke ,VA,24012-5122,5408577406,37.284918,-79.932537
116,12635 Jefferson Davis Highway,Chester ,VA,23831,8047964041,37.352915,-77.410654
117,309 Twelfth Street,Lynchburg ,VA,24504-4617,4349476012,37.411815,-79.141347
118,"18  Washington Street, West",Petersburg ,VA,23803-4224,8048626113,37.227577,-77.403881
119,901 North St. Asaph Street,Alexandria ,VA,22314,7035490700,38.814332,-77.043257
120,5926 Kingstowne Center,Kingstowne ,VA,22315,7039215111,38.771389,-77.138841
121,507 William Street,Fredericksburg ,VA,22401-5746,5408994141,38.302398,-77.463233
122,201 State Street,Staunton ,VA,24401-4318,5403327809,38.147668,-79.069213
123,531 Main Street,Clifton Forge ,VA,24422-1177,5408622526,37.815981,-79.824396
124,339 Thacker Avenue,Covington ,VA,24426,5409629286,37.769643,-79.990029
125,304 Pantops Center,Charlottesville ,VA,22911-8654,4342952454,38.032761,-78.457627
126,2819 Rockfish Valley Highway,Nellysford ,VA,22958,4343612316,37.890029,-78.874298
127,13300-C Franklin Farm Road,Herndon ,VA,20171,7033262201,38.907476,-77.404673
128,159 West Ocean View Avenue,Norfolk ,VA,23503-1502,7575312115,36.955097,-76.253301
129,1615 General Booth Blvd.,Virginia Beach ,VA,23454-5691,7574265137,36.78428,-76.002118
130,700 McKinley Boulevard,Colonial Beach ,VA,22443,8042149113,38.253584,-76.977874
131,6920-E Bradlick Shopping Center,Annandale ,VA,22003,7038131535,38.813034,-77.184136
132,2777 Greensboro Road,Martinsville ,VA,24112,2766320905,36.652888,-79.872699
133,9130 Mathis Avenue,Manassas ,VA,22110-0450,7033684011,38.757343,-77.467244
134,2301 #M Colley Avenue,Norfolk ,VA,23517-1144,7576838325,36.872614,-76.296506
135,1173-1177 North Main Street,Marion ,VA,24354,2767832215,36.845813,-81.502986
136,"18 Fairfax Street, S.E.",Leesburg ,VA,20175,7037712543,39.108448,-77.565943
137,"674 Highway, 58 East",Norton ,VA,24273-0113,2766799431,36.941604,-82.602999
138,502 E. Main Street,Louisa ,VA,23093-0181,5409673700,38.018572,-77.990556
139,160 Rivendell Court,Winchester ,VA,22603,5407223425,39.210167,-78.174202
140,445 East Nelson Street,Lexington ,VA,24450-2725,5404632342,37.77981,-79.4375
141,441 West Stuart Drive,Hillsville ,VA,24343-0808,2767287661,36.759724,-80.737857
142,411-F South Street,Front Royal ,VA,22630-2115,5406352920,38.910149,-78.188437
143,812 East Atlantic Street,South Hill ,VA,23970-3402,4344474001,36.719297,-78.118292
144,301 Market Drive,Emporia ,VA,23847,4346343751,36.70588,-77.546445
145,398 North Main Street,Harrisonburg ,VA,22802,5404346523,38.453129,-78.867396
146,639 West Main Street,Danville ,VA,24541-4201,4347915317,36.570636,-79.418963
147,58 Water Street,Monterey ,VA,24465,5404682124,38.411796,-79.581648
148,4640-3 Monticello Avenue,Williamsburg ,VA,23188,7572534672,37.271901,-76.760571
149,4699 Richmond Road,Warsaw,VA,22572,8043330305,37.963069,-76.776607
150,6030 Brook Road,Richmond ,VA,23227,8043713683,37.614437,-77.457727
151,210 North Main Street,Hopewell ,VA,23860-2720,8044584040,37.302979,-77.287272
152,1506 South Main Street,Farmville ,VA,23901-1702,4343923897,37.283269,-78.392867
153,325 West Main Street,Wytheville ,VA,24382-2204,2762282211,36.948248,-81.08537
154,235 North Union Street,Danville ,VA,24541-1029,4347915327,36.589403,-79.394006
155,2334 York Crossing Drive,Hayes ,VA,23072,8046429084,37.275923,-76.496641
156,22485 Lankford Highway,Cape Charles ,VA,23310,7573313134,37.269433,-75.973084
157,302 New Hicks Street,Lawrenceville ,VA,23868-0372,4348482556,36.757483,-77.8491
158,3214 Jefferson Avenue,Newport News ,VA,23607-3406,7572472053,36.986452,-76.424028
159,201 Stonebridge Plaza Avenue,Richmond ,VA,23225,8046747259,37.49782,-77.527101
160,1128 East Lynchburg Salem Turnpike,Bedford ,VA,24523-2035,5405867900,37.324852,-79.494976
161,501F Main Street,Kenbridge ,VA,23944-0074,4346768115,36.96281,-78.134896
162,7017 & 7019 Lankford Highway,Oak Hall ,VA,23416,7578240028,37.94356,-75.539503
163,583 North Madison Road,Orange ,VA,22960-1534,5406723944,38.257747,-78.114054
164,1618 West Virginia Avenue,Crewe ,VA,23930,4346457467,37.189226,-78.145755
165,550 East Liberty Street,Chesapeake ,VA,23324-2633,7574942445,36.822163,-76.274411
166,506A Fort Evans Road NE,Leesburg ,VA,20176,7037719608,39.107646,-77.530063
167,21 Crow Street,Berryville ,VA,22611-1327,5409551411,39.15068,-77.982827
168,1001 North Fillmore Street,Arlington ,VA,22201,7038750135,38.884607,-77.092621
169,10 North Thompson Street,Richmond ,VA,23221-0258,8043670094,37.557574,-77.488229
170,1238 Elden Street,Herndon ,VA,20170,7037332845,38.96198,-77.400752
171,8700 West Broad Street,Richmond ,VA,23294,8045274421,37.632907,-77.540336
172,112 North Main Street,Chase City ,VA,23924-1610,4343724644,36.797926,-78.458502
173,14817 Spotswood Trail,Elkton ,VA,22827,5402987656,38.407199,-78.651964
174,One Plaza Drive,Grundy ,VA,24614-0435,2769352086,37.256098,-82.107468
175,"416 14th Street, Suite B",West Point ,VA,23181-0174,8048432565,37.536444,-76.797871
176,"Highway 501, 416 Lusardi Drive",Brookneal ,VA,24528-0056,4343762388,37.044456,-78.945553
177,4371 Pension Street,Chincoteague ,VA,23336-1220,7573366162,37.933834,-75.366161
178,974 Main Street,Dillwyn ,VA,23936-0264,4349832831,37.542604,-78.458117
179,231 Virginia Street,Urbanna ,VA,23175-0238,8047582207,37.636103,-76.577336
180,2026 East Main Street,Richmond ,VA,23223,8042252705,37.531385,-77.424921
181,106 Washington Street,Middleburg ,VA,20117-0114,5406878721,38.968465,-77.737226
182,1217-19 West Broad Street,Richmond ,VA,23220-3005,8043670947,37.552095,-77.453085
183,560 Celebrate Virginia Parkway,Fredericksburg ,VA,22406,5402861249,38.358907,-77.522453
184,2035 East Market Street,Harrisonburg ,VA,22801,5404344001,38.423203,-78.840679
185,502 West Main Street,Charlottesville ,VA,22903-5542,4342937097,38.03093,-78.487994
186,1483 West Main Street,Salem ,VA,24153-3120,5403875585,37.289581,-80.082241
187,2421 Venable Street,Richmond ,VA,23223-6464,8047866110,37.538282,-77.413137
188,4334 Holland  Road,Virginia Beach ,VA,23452,7574313458,36.821669,-76.120392
189,138 Scottsville Village Square,Scottsville ,VA,24590-0402,4342862771,37.809032,-78.5025
190,13113 and 13117 Rittenhouse Drive,Midlothian ,VA,23112,8046088628,37.416305,-77.638194
191,400 Old Franklin Turnpike,Rocky Mount ,VA,24151,5404820280,37.012257,-79.866816
192,101 South Main Street,Kilmarnock ,VA,22482-0091,8044351845,37.709051,-76.379828
193,1412 US Hwy 211 West,Luray ,VA,22835-9636,5407433880,38.661489,-78.496948
194,16427-E  Wise  Street,St. Paul ,VA,24283-0177,2767625466,36.906722,-82.315355
195,100 North Franklin Street,Christiansburg ,VA,24073-2953,5403817120,37.131108,-80.410706
196,110 King Street,Keysville ,VA,23947,4347368100,37.040343,-78.483997
197,149 Clay Drive,Pounding Mill ,VA,24637,2769649411,37.063868,-81.740072
198,U.S. Rts. 360 & 17,Tappahanock ,VA,22560-0023,8044433441,37.912725,-76.859259
199,140 Kinter Way,Pearisburg ,VA,24134,5409216161,37.329119,-80.709684
200,356 Garrisonville Road,Stafford ,VA,22554,5406591167,38.475917,-77.422588
201,545 West Main Street,Abingdon ,VA,24210-0325,2766283441,36.706446,-81.98947
202,1902 Emmet Street,Charlottesville ,VA,22901,4342934389,38.059546,-78.492274
203,3678 King Street,Alexandria ,VA,22302-1908,7038456374,38.828736,-77.092034
204,1592 Anderson Highway,Cumberland ,VA,23040,8044925910,37.490832,-78.252456
205,2288 John Rolfe Parkway,Richmond ,VA,23233,8043648915,37.62304,-77.622986
206,18 East 4th Street South,Big Stone Gap ,VA,24219-2326,2765238292,36.866642,-82.77426
207,10106 Brook Road,Glen Allen ,VA,23060,8043713526,37.673894,-77.462679
208,44110 Ashburn Village Boulevard,Ashburn ,VA,20147,7037230428,39.044407,-77.474877
209,5055 Jefferson Davis Highway,Fredericksburg ,VA,22408-4263,5408914111,38.256372,-77.498888
210,11160-A South Lakes Drive,Reston ,VA,20190,7038600715,38.938879,-77.330609
211,5911 Harbour View Boulevard,Suffolk ,VA,23435,7576865178,36.877591,-76.438562
212,167 Hillwood Avenue,Falls Church ,VA,22046-2913,7035325075,38.879458,-77.171168
213,12990 Booker T. Washington Highway,Hardy ,VA,24101-9652,5407211750,37.119237,-79.717678
214,608 Virginia Avenue,Clarksville ,VA,23927-9205,4343745400,36.623428,-78.558907
215,320 23rd Street South,Arlington ,VA,22202,7034160238,38.852817,-77.051335
216,1100-102 Armory Drive,Franklin ,VA,23851-2418,7575623742,36.673058,-76.940331
217,619 Pilot House Drive,Newport News ,VA,23606,7575948411,37.081692,-76.477704
218,"3982 Highway, 23 North",Gate City ,VA,24251-0248,2763867671,36.634239,-82.587921
219,8413 Old Courthouse Road,Vienna ,VA,22182,7034628536,38.915434,-77.236379
220,17272 King's Highway,Montross ,VA,22520-0036,8044939800,38.093219,-76.801798
221,16424 Consumer Row,King George ,VA,22485,5406442837,38.350145,-77.055081
222,5005 Victory Boulevard,Yorktown ,VA,23693,7578862807,37.114715,-76.46444
223,4090-A2 Lankford Highway,Exmore ,VA,23350-1087,7574140752,37.525096,-75.833896
224,"Rt. 50, 13944 Lee Jackson Highway",Chantilly ,VA,20151-3202,7038030078,38.894417,-77.429026
225,405 30th Street,Virginia Beach ,VA,23451,7574915198,36.857919,-75.981615
226,7862 Tidewater Drive,Norfolk ,VA,23505,7575312008,36.915228,-76.253762
227,South Main Street,Gordonsville ,VA,22942-0194,5408322203,38.13461,-78.186592
228,1524 Belle View Boulevard,Alexandria ,VA,22307-6530,7037182337,38.776114,-77.059633
229,3940 Valley Gateway Boulevard,Roanoke ,VA,24012,5409777202,37.312385,-79.880927
230,722 East Riverside Drive,North Tazewell ,VA,24630-0475,2769885676,37.132343,-81.493478
231,436 East Maple Avenue,Vienna ,VA,22180-4721,7039382476,38.90904,-77.25623
232,3107-3 Boulevard,Colonial Heights ,VA,23834-2406,8045245548,37.270006,-77.410424
233,6736 Main Street,Gloucester ,VA,23061,8046931608,37.412029,-76.522073
234,9574-76 Old Keene Mill Road,Burke ,VA,22015-4208,7034512138,38.778665,-77.27455
235,8628-B Richmond Highway,Alexandria ,VA,22309,7033604396,38.723625,-77.120319
236,7200 Little River Turnpike,Annandale ,VA,22003-3102,7038131357,38.830155,-77.193313
237,3812 George Washington Highway,Portsmouth ,VA,23702-1414,7573966745,36.80898,-76.318954
238,142 Northumberland Highway,Callao ,VA,22435,8045297125,37.968098,-76.557824
239,320 West Broaddus Avenue,Bowling Green ,VA,22427-0011,8046335324,38.047922,-77.358329
240,U. S. Route 460,Waverly ,VA,23890-0131,8048342828,37.034943,-77.091267
241,11260 James Swart Circle,Fairfax ,VA,22030,7033859523,38.85487,-77.335949
242,1601 Willow Lawn Drive,Richmond ,VA,23230,8046627320,37.580844,-77.498884
243,209 North Washington Highway,Ashland ,VA,23005-1623,8047525500,37.760571,-77.468913
244,4909 West Mercury Boulevard,Newport News ,VA,23605-0226,7578257834,37.024158,-76.433866
245,1249 Jefferson Davis Highway,Fredericksburg ,VA,22401,5403723564,38.306365,-77.482005
246,5020 Ferrell Parkway,Virginia Beach ,VA,23464,7574951291,36.794638,-76.165879
247,9685 West Broad Street,Glen Allen ,VA,23060,8045274210,37.640499,-77.564229
248,"4709-B, Lee Highway",Arlington ,VA,22207-3406,7038750129,38.89829,-77.122384
249,2350 East Little Creek Road,Norfolk ,VA,23518-3225,7575312122,36.916094,-76.217474
250,2078 Nickerson Boulevard,Hampton ,VA,23663-1338,7578505198,37.050893,-76.310241
251,2924 North Avenue,Richmond ,VA,23222-3613,8042287059,37.570915,-77.432869
252,618 West Southside Plaza,Richmond ,VA,23224-1721,8042307721,37.50109,-77.477886
253,1169 Emmet Street,Charlottesville ,VA,22903,4342936004,38.053624,-78.500105
254,7015 Three Chopt Road,Richmond ,VA,23226-3606,8046629054,37.590145,-77.532542
255,3330 South Crater Road,Petersburg ,VA,23805-9214,8048626112,37.182575,-77.368321
256,1612 Laskin Road,Virginia Beach ,VA,23451,7574915137,36.852478,-76.017667
257,4915 Tappahannock Highway,Aylett ,VA,23009,8047698854,37.744232,-77.135691
258,3831 Kecoughtan Road,Hampton ,VA,23669,7577274796,37.010576,-76.354022
259,5050-C Rutgers Street,Roanoke ,VA,24012,5405616610,37.317766,-79.965444
260,6284 Arlington Boulevard,Falls Church ,VA,22044,7035361182,38.871681,-77.153502
261,2218 Valley Avenue,Winchester ,VA,22601-2756,5407223426,39.161326,-78.183249
262,20401 Timberlake Road,Lynchburg ,VA,24502-3112,4345825127,37.342332,-79.236468
263,5900 Virginia Beach Boulevard,Norfolk ,VA,23502-2511,7574553832,36.857097,-76.202681
264,16661 River Ridge Boulevard,Woodbridge ,VA,22191,7032213595,38.588301,-77.303316
265,20 Towne Center Way,Hampton ,VA,23666,7578257906,37.06316,-76.425582
266,2118 Wards Road,Lynchburg ,VA,24505,4345825152,37.373024,-79.182432
267,1446 Chain Bridge Road,McLean ,VA,22101-0517,7033566066,38.933096,-77.1797
268,6400 Springfield Plaza,Springfield ,VA,22150-3431,7038667835,38.780916,-77.189435
269,646 Brandon Avenue,Roanoke ,VA,24015,5408577999,37.255476,-79.957541
270,809-823 East Parham Road,Richmond ,VA,23227-1127,8043713085,37.634913,-77.457599
271,13991 Jefferson Davis Highway,Woodbridge ,VA,22191,7034944335,38.648819,-77.259331
272,55 Hidenwood Shopping Center,Newport News ,VA,23606-3046,7575947165,37.070795,-76.494328
273,9421 Lorton Market Street,Lorton ,VA,22079,7033722929,38.702475,-77.220095
274,28 Madison Plaza Drive,Madison ,VA,22727-0053,5409484565,38.366797,-78.269603
275,1423 South Main Street,Blackstone ,VA,23824,4342980433,37.06213,-78.004246
276,221 Nor-Dan Drive,Danville ,VA,24540-1611,4348368430,36.625907,-79.398533
277,985 Fairystone Park Highway,Stanleytown ,VA,24168-0489,2766295367,36.738746,-79.954128
278,3333 Virginia Beach Boulevard,Virginia Beach ,VA,23452-5619,7576314019,36.840411,-76.086591
279,18013 Forest Road,Forest ,VA,24551,4343850801,37.376747,-79.247654
280,1103 South Military Highway,Chesapeake ,VA,23320-2343,7574246711,36.809878,-76.219808
281,216 Amelon Square Plaza,Madison Heights ,VA,24572-5971,4349295218,37.468086,-79.116897
282,2400 Cunningham Drive,Hampton ,VA,23666,7578257839,37.045637,-76.397119
283,"Highways 29 & 703, Route 2",Chatham ,VA,24531-9802,4344327250,36.790103,-79.396106
284,14229 Midlothian Turnpike,Midlothian ,VA,23114,8043784396,37.504687,-77.665391
285,199 Ambriar Shopping Center,Amherst ,VA,24521,4349467973,37.565218,-79.063572
286,7555 Linton Hall Road,Gainesville ,VA,20155,7037530713,38.793431,-77.608861
287,4925 Boonsboro Road,Lynchburg ,VA,24503-2208,4343864701,37.446232,-79.218249
288,5748 Churchland Boulevard,Portsmouth ,VA,23703-3329,7576865193,36.86229,-76.391572
289,"3341 Melrose Avenue, N.W.",Roanoke ,VA,24017-5909,5408577494,37.291894,-79.990916
290,5226 George Washington Hwy,Grafton ,VA,23692-2759,7578903104,37.157896,-76.460785
291,786 Commonwealth Boulevard,Martinsville ,VA,24112,2766382830,36.695586,-79.899152
292,1521 Parham Road,Richmond ,VA,23229-4604,8046629053,37.603599,-77.563354
293,5814 Main Street,Mount Jackson ,VA,22842-0104,5404773645,38.749779,-78.640016
294,3556E South Jefferson Street,Bailey's Crossroads ,VA,22041-3106,7038456373,38.848167,-77.118158
295,8095 Sudley Road,Manassas ,VA,20109-8001,7033612849,38.781261,-77.509661
296,32 Windward Drive,Fishersville ,VA,22939,5409417599,38.106496,-78.97939
298,821 West Constance Road,Suffolk ,VA,23434-5649,7579252239,36.732154,-76.599493
299,1917-19 South Church Street,Smithfield ,VA,23430-1852,7573574915,36.963114,-76.604474
300,9502 Chamberlayne Road,Mechanicsville ,VA,23116,8045591309,37.659443,-77.38371
301,4292 Merchants Plaza,Woodbridge ,VA,22192-5251,7036800232,38.674578,-77.335039
303,175 Lee Highway,Warrenton ,VA,20186-2107,5403476353,38.730251,-77.796458
304,2734 Fairground Road,Goochland ,VA,23063-0019,8045563251,37.700025,-77.887694
305,3816 Mechanicsville Turnpike,Mechanicsville ,VA,23223,8042287058,37.579142,-77.395804
306,2085 Lynnhaven Parkway,Virginia Beach ,VA,23456,7574712912,36.790043,-76.124214
307,957 & 959 Providence Square Center,Virginia Beach ,VA,23464,7574950897,36.813112,-76.169135
308,11252 Patterson Avenue,Richmond ,VA,23238,8047544046,37.598761,-77.620953
309,"3901 Brambleton Avenue, S.W.",Roanoke ,VA,24018-6402,5407762713,37.23505,-80.008162
310,5232 Oaklawn Boulevard,Hopewell ,VA,23860-7336,8044580081,37.259044,-77.325012
311,4020 Victory Boulevard,Portsmouth ,VA,23701,7574656822,36.810261,-76.355879
312,2815-G Godwin Boulevard,Suffolk ,VA,23434-4337,7579252240,36.776715,-76.583952
313,4185 Plank Road,Fredericksburg ,VA,22407,5407860917,38.289229,-77.532809
314,4320-D South Laburnum Avenue,Richmond ,VA,23231,8042363616,37.52981,-77.361142
315,7048 Commons Plaza,Chesterfield ,VA,23832,8047964010,37.374454,-77.510044
316,4108 Fortuna Center Plaza,Dumfries ,VA,22026,7035808351,38.596043,-77.331999
317,9600E Main Street,Fairfax ,VA,22031,7033232417,38.842479,-77.274473
318,1015 S. Main Street,Woodstock ,VA,22664,5404597322,38.864953,-78.516278
319,2435 North Harrison Street,Arlington ,VA,22207,7032410291,38.897129,-77.138092
320,1244 Richmond Road,Williamsburg ,VA,23185-2827,7572534823,37.280822,-76.720158
321,77 Callohill Drive,Lovingston ,VA,22949-0337,4342635219,37.753076,-78.878192
322,14151 St. Germain Drive,Centreville ,VA,20121,7038030081,38.836689,-77.440944
323,201 N. Maple Street,Purcellville ,VA,20132,5407512144,39.138315,-77.705724
324,301 South Main Street,Stuart ,VA,24171-0486,2766943862,36.633622,-80.268287
325,22718 Main Street,Courtland ,VA,23837,7576532074,36.708906,-77.056835
326,2105 Academy Road,Powhatan ,VA,23139,8045981527,37.539553,-77.885471
327,1332 South Main Street,Blacksburg ,VA,24060,5405574013,37.216165,-80.402117
328,836 Eden Way North,Chesapeake ,VA,23320,7574246797,36.774831,-76.231796
329,185 Southgate Shopping Center,Culpeper ,VA,22701-3843,5408297313,38.464033,-77.999197
330,5722 Hopkins Road,Richmond ,VA,23234-6614,8047432212,37.44314,-77.474431
331,3450-3452 Pump Road,Henrico ,VA,23233,8043602528,37.648441,-77.61582
332,4018 Glenside Drive,Richmond ,VA,23228-4102,8043713014,37.614417,-77.49893
333,10972 Buckley Hall,Mathews ,VA,23109-0572,8047252100,37.436541,-76.319479
334,7057 Mechanicsville Turnpike,Mechanicsville ,VA,23111-3609,8047461069,37.610347,-77.340314
335,801-F Merrimac Trail,Williamsburg ,VA,23185-5314,7572534825,37.268476,-76.675926
336,1067 Independence Boulevard,Virginia Beach ,VA,23455-5523,7573633866,36.87218,-76.135645
337,1113 Vinyard Road,Vinton ,VA,24179-3631,5408577813,37.271859,-79.888883
338,125 Lucy Lane,Waynesboro ,VA,22980-4357,5409497622,38.065556,-78.935758
339,"Shop B, Suite 108, Route 612",Verona ,VA,24482,5402489327,38.202075,-79.008361
340,309-A Oyster Point Road,Newport News ,VA,23602,7572694360,37.105595,-76.510762
341,621 Stoney Creek Lane,Newport News ,VA,23608,7578862846,37.143075,-76.520599
342,10872 Warwick Boulevard,Newport News ,VA,23601-3240,7575947394,37.041941,-76.469545
343,2123 Euclid Avenue,Bristol ,VA,24201-3611,2766691622,36.596752,-82.208861
344,25234 Lankford Highway,Onley ,VA,23418-0431,7577875863,37.698087,-75.718994
345,5265 Alexander Road,Dublin ,VA,24084,5406743013,37.081964,-80.693668
346,8105 Lee Highway,Falls Church ,VA,22042-1111,7032077399,38.874104,-77.225266
347,1301-1 North Main Street,Altavista ,VA,24517,4343091758,37.119795,-79.274172
348,7036 Forest Hill Avenue,Richmond ,VA,23225-1608,8043232901,37.537972,-77.525639
349,237 South Battlefield Blvd.,Chesapeake ,VA,23322,7574823133,36.715829,-76.237285
350,11108 Midlothian Turnpike,Richmond ,VA,23235-4712,8047948027,37.506518,-77.60205
351,15127 Patrick Henry Highway,Amelia ,VA,23002-9804,8045613500,37.359999,-77.953754
352,2555 John Milton Drive,Herndon ,VA,20171,7038604080,38.926401,-77.37557
353,4255 Cheshire Plaza,Dale City ,VA,22193,7036703231,38.645091,-77.333531
354,7795 Richmond Highway,Appomattox ,VA,24522-0082,4343525717,37.36574,-78.844054
355,4300 Portsmouth Boulevard,Chesapeake ,VA,23321,7574656850,36.823981,-76.419736
